"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"02/19/2013","37","PM10","White Fish Dead End","30-029-0009","AQS","35","37","21"
"02/20/2013","40","PM2.5","Flathead Valley","30-029-0049","AQS","35","15","40"
"02/21/2013","39","PM2.5","Flathead Valley","30-029-0049","AQS","37","17","39"
"02/22/2013","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","10","7"
"02/23/2013","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","6","8"
"02/24/2013","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","17","22"
"02/25/2013","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","14","8"
"02/26/2013","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","12","7"
"02/27/2013","38","PM10","White Fish Dead End","30-029-0009","AQS","37","38","31"
"02/28/2013","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","20","."
"03/01/2013","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","11","."
"03/02/2013","35","PM10","White Fish Dead End","30-029-0009","AQS","26","35","6"
"03/03/2013","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","9","."
"03/04/2013","42","PM10","White Fish Dead End","30-029-0009","AQS","41","42","."
"03/05/2013","58","PM10","White Fish Dead End","30-029-0009","AQS","40","58","14"
"03/06/2013","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","19","35"
"03/07/2013","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","18","21"
"03/08/2013","46","PM10","White Fish Dead End","30-029-0009","AQS","36","46","34"
"03/09/2013","44","PM10","White Fish Dead End","30-029-0009","AQS","37","44","41"
"03/10/2013","48","PM10","White Fish Dead End","30-029-0009","AQS","40","48","40"
"03/11/2013","53","PM10","White Fish Dead End","30-029-0009","AQS","44","53","18"
"03/12/2013","50","PM2.5","Flathead Valley","30-029-0049","AQS","36","36","50"
"03/13/2013","35","PM2.5","Flathead Valley","30-029-0049","AQS","19","20","35"
"03/14/2013","59","PM2.5","Flathead Valley","30-029-0049","AQS","29","59","59"
"03/15/2013","55","PM10","White Fish Dead End","30-029-0009","AQS","36","55","11"
"03/16/2013","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","19","22"
"03/17/2013","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","12","13"
"03/18/2013","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","21","9"
"03/19/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","39","28"
"03/20/2013","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","14","30"
"03/21/2013","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46","12","10"
"03/22/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","27","13"
"03/23/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","21","19"
"03/24/2013","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","21","20"
"03/25/2013","52","PM10","White Fish Dead End","30-029-0009","AQS","47","52","25"
"03/26/2013","56","PM10","White Fish Dead End","30-029-0009","AQS","47","56","28"
"03/27/2013","52","PM10","White Fish Dead End","30-029-0009","AQS","43","52","23"
"03/28/2013","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","15","25"
"03/29/2013","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","23","32"
"03/30/2013","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","38","33"
"03/31/2013","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","29","30"
"04/01/2013","44","PM10","White Fish Dead End","30-029-0009","AQS","42","44","27"
"04/02/2013","47","PM10","White Fish Dead End","30-029-0009","AQS","41","47","29"
"04/03/2013","64","PM10","White Fish Dead End","30-029-0009","AQS","35","64","43"
"04/04/2013","46","PM10","White Fish Dead End","30-029-0009","AQS","31","46","30"
"04/05/2013","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","14","11"
"04/06/2013","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","11","11"
"04/07/2013","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","10","17"
"04/08/2013","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","14","11"
"04/09/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","18","26"
"04/10/2013","33","PM2.5","Flathead Valley","30-029-0049","AQS","31","27","33"
"04/11/2013","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","6","10"
"04/12/2013","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","23","26"
"04/13/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","5","13"
"04/14/2013","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","51","7","17"
"04/15/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","16","15"
"04/16/2013","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","50","26","21"
"04/17/2013","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46","35","35"
"04/18/2013","45","PM2.5","Flathead Valley","30-029-0049","AQS","45","36","45"
"04/19/2013","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","8","22"
"04/20/2013","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","6","12"
"04/21/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","9","11"
"04/22/2013","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","49","24","22"
"04/23/2013","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","24","33"
"04/24/2013","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","31","28"
"04/25/2013","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46","20","29"
"04/26/2013","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","26","41"
"04/27/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","23","15"
"04/28/2013","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","13","12"
"04/29/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","12","15"
"04/30/2013","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","14","18"
"05/01/2013","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","15","17"
"05/02/2013","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46","26","25"
"05/03/2013","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","15","27"
"05/04/2013","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","20","11"
"05/05/2013","22","PM2.5","Flathead Valley","30-029-0049","AQS",".","13","22"
"05/06/2013","23","PM10","White Fish Dead End","30-029-0009","AQS",".","23","20"
"05/07/2013","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","50","37","20"
"05/08/2013","33","PM10","White Fish Dead End","30-029-0009","AQS",".","33","26"
"05/09/2013","35","PM2.5","Flathead Valley","30-029-0049","AQS",".","33","35"
"05/10/2013","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","33","27"
"05/11/2013","29","PM2.5","Flathead Valley","30-029-0049","AQS",".","26","29"
"05/12/2013","30","PM2.5","Flathead Valley","30-029-0049","AQS",".","22","30"
"05/13/2013","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","31","17"
"05/14/2013","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","7","10"
"05/15/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","19","19"
"05/16/2013","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","11","20"
"05/17/2013","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","15","23"
"05/18/2013","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","6","28"
"05/19/2013","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","5","18"
"05/20/2013","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","10","25"
"05/21/2013","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","51","10","15"
"05/22/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","6","14"
"05/23/2013","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","3","13"
"05/24/2013","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","4","12"
"05/25/2013","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","10","12"
"05/26/2013","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","10","17"
"05/27/2013","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","10","24"
"05/28/2013","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","8","20"
"05/29/2013","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","10","19"
"05/30/2013","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","8","10"
"05/31/2013","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","13","10"
"06/01/2013","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","11","17"
"06/02/2013","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","7","15"
"06/03/2013","18","PM2.5","Flathead Valley","30-029-0049","AQS",".","9","18"
"06/04/2013","67","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","67","16","13"
"06/05/2013","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","24","18"
"06/06/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","28","26"
"06/07/2013","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","27","31"
"06/08/2013","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","14","20"
"06/09/2013","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","51","13","17"
"06/10/2013","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","49","19","20"
"06/11/2013","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","22","20"
"06/12/2013","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","19","30"
"06/13/2013","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","16","26"
"06/14/2013","23","PM2.5","Flathead Valley","30-029-0049","AQS","23","15","23"
"06/15/2013","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","15","19"
"06/16/2013","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","16","23"
"06/17/2013","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","22","26"
"06/18/2013","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","21","31"
"06/19/2013","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","16","26"
"06/20/2013","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","8","8"
"06/21/2013","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","13","13"
"06/22/2013","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","13","15"
"06/23/2013","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","16","18"
"06/24/2013","28","PM2.5","Flathead Valley","30-029-0049","AQS","17","19","28"
"06/25/2013","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","11","24"
"06/26/2013","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","16","15"
"06/27/2013","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","19","17"
"06/28/2013","32","PM2.5","Flathead Valley","30-029-0049","AQS","23","20","32"
"06/29/2013","34","PM2.5","Flathead Valley","30-029-0049","AQS","27","25","34"
"06/30/2013","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","18","29"
"07/01/2013","35","PM2.5","Flathead Valley","30-029-0049","AQS","31","28","35"
"07/02/2013","56","PM2.5","Flathead Valley","30-029-0049","AQS",".","31","56"
"07/03/2013","40","PM2.5","Flathead Valley","30-029-0049","AQS",".","29","40"
"07/04/2013","42","PM2.5","Flathead Valley","30-029-0049","AQS",".","27","42"
"07/05/2013","41","PM2.5","Flathead Valley","30-029-0049","AQS",".","24","41"
"07/06/2013","33","PM2.5","Flathead Valley","30-029-0049","AQS",".","23","33"
"07/07/2013","28","PM2.5","Flathead Valley","30-029-0049","AQS",".","21","28"
"07/08/2013","33","PM2.5","Flathead Valley","30-029-0049","AQS",".","22","33"
"07/09/2013","28","PM2.5","Flathead Valley","30-029-0049","AQS",".","18","28"
"07/10/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","27","38"
"07/11/2013","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","26","41"
"07/12/2013","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","24","25"
"07/13/2013","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","18","22"
"07/14/2013","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","19","29"
"07/15/2013","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","26","27"
"07/16/2013","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","26","22"
"07/17/2013","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","26","33"
"07/18/2013","49","PM2.5","Flathead Valley","30-029-0049","AQS","44","23","49"
"07/19/2013","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","22","37"
"07/20/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","19","40"
"07/21/2013","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","21","39"
"07/22/2013","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","23","."
"07/23/2013","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","26","."
"07/24/2013","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","26","27"
"07/25/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","27","36"
"07/26/2013","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","48","29","40"
"07/27/2013","49","PM2.5","Flathead Valley","30-029-0049","AQS","38","27","49"
"07/28/2013","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","20","24"
"07/29/2013","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","21","27"
"07/30/2013","44","PM2.5","Flathead Valley","30-029-0049","AQS","37","29","44"
"07/31/2013","48","PM2.5","Flathead Valley","30-029-0049","AQS","39","33","48"
"08/01/2013","50","PM2.5","Flathead Valley","30-029-0049","AQS","32","26","50"
"08/02/2013","41","PM2.5","Flathead Valley","30-029-0049","AQS","34","12","41"
"08/03/2013","35","PM2.5","Flathead Valley","30-029-0049","AQS","25","18","35"
"08/04/2013","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","15","33"
"08/05/2013","28","PM2.5","Flathead Valley","30-029-0049","AQS","26","17","28"
"08/06/2013","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","19","23"
"08/07/2013","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","23","35"
"08/08/2013","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","22","28"
"08/09/2013","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","20","32"
"08/10/2013","43","PM2.5","Flathead Valley","30-029-0049","AQS","40","24","43"
"08/11/2013","53","PM2.5","Flathead Valley","30-029-0049","AQS","36","26","53"
"08/12/2013","60","PM2.5","Flathead Valley","30-029-0049","AQS","44","35","60"
"08/13/2013","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","21","45"
"08/14/2013","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","22","30"
"08/15/2013","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","31","40"
"08/16/2013","48","PM2.5","Flathead Valley","30-029-0049","AQS","38","29","48"
"08/17/2013","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","22","31"
"08/18/2013","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","19","25"
"08/19/2013","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","19","19"
"08/20/2013","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","22","19"
"08/21/2013","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","19","27"
"08/22/2013","67","PM2.5","Flathead Valley","30-029-0049","AQS","43","32","67"
"08/23/2013","58","PM2.5","Flathead Valley","30-029-0049","AQS","42","31","58"
"08/24/2013","51","PM2.5","Flathead Valley","30-029-0049","AQS","49","25","51"
"08/25/2013","59","PM2.5","Flathead Valley","30-029-0049","AQS","47","39","59"
"08/26/2013","51","PM2.5","Flathead Valley","30-029-0049","AQS","49","19","51"
"08/27/2013","42","PM2.5","Flathead Valley","30-029-0049","AQS","42","27","42"
"08/28/2013","56","PM2.5","Flathead Valley","30-029-0049","AQS","31","30","56"
"08/29/2013","59","PM2.5","Flathead Valley","30-029-0049","AQS","27","29","59"
"08/30/2013","49","PM2.5","Flathead Valley","30-029-0049","AQS","29","20","49"
"08/31/2013","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","14","18"
"09/01/2013","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","18","27"
"09/02/2013","35","PM2.5","Flathead Valley","30-029-0049","AQS","31","22","35"
"09/03/2013","45","PM2.5","Flathead Valley","30-029-0049","AQS","12","29","45"
"09/04/2013","59","PM2.5","Flathead Valley","30-029-0049","AQS","33","32","59"
"09/05/2013","30","PM10","Kalispell Flathead Electric","30-029-0047","AQS","26","30","."
"09/06/2013","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","20","."
"09/07/2013","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","13","27"
"09/08/2013","32","PM2.5","Flathead Valley","30-029-0049","AQS",".","11","32"
"09/09/2013","31","PM2.5","Flathead Valley","30-029-0049","AQS",".","15","31"
"09/10/2013","33","PM2.5","Flathead Valley","30-029-0049","AQS",".","20","33"
"09/11/2013","22","PM2.5","Flathead Valley","30-029-0049","AQS",".","21","22"
"09/12/2013","24","PM10","Kalispell Flathead Electric","30-029-0047","AQS",".","24","21"
"09/13/2013","31","PM10","White Fish Dead End","30-029-0009","AQS",".","31","29"
"09/14/2013","41","PM2.5","Flathead Valley","30-029-0049","AQS",".","29","41"
"09/15/2013","24","PM2.5","Flathead Valley","30-029-0049","AQS",".","24","24"
"09/16/2013","67","PM10","Kalispell Flathead Electric","30-029-0047","AQS",".","67","47"
"09/17/2013","24","PM2.5","Flathead Valley","30-029-0049","AQS",".","19","24"
"09/18/2013","16","PM2.5","Flathead Valley","30-029-0049","AQS",".","7","16"
"09/19/2013","22","PM2.5","Flathead Valley","30-029-0049","AQS",".","18","22"
"09/20/2013","22","PM2.5","Flathead Valley","30-029-0049","AQS","19","21","22"
"09/21/2013","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","19","23"
"09/22/2013","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","11","15"
"09/23/2013","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","10","6"
"09/24/2013","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","9","17"
"09/25/2013","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","10","13"
"09/26/2013","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","19","18"
"09/27/2013","25","PM2.5","Flathead Valley","30-029-0049","AQS","19","18","25"
"09/28/2013","17","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","11","8"
"09/29/2013","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","6","5"
"09/30/2013","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","8","7"
"10/01/2013","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","14","7"
"10/02/2013","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","18","24"
"10/03/2013","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","20","18"
"10/04/2013","28","PM2.5","Flathead Valley","30-029-0049","AQS","26","23","28"
"10/05/2013","51","PM2.5","Flathead Valley","30-029-0049","AQS","27","17","51"
"10/06/2013","52","PM2.5","Flathead Valley","30-029-0049","AQS","22","21","52"
"10/07/2013","41","PM2.5","Flathead Valley","30-029-0049","AQS","38","22","41"
"10/08/2013","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","16","16"
"10/09/2013","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","19","23"
"10/10/2013","49","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","19","49"
"10/11/2013","36","PM2.5","Flathead Valley","30-029-0049","AQS","25","21","36"
"10/12/2013","34","PM2.5","Flathead Valley","30-029-0049","AQS","18","20","34"
"10/13/2013","33","PM2.5","Flathead Valley","30-029-0049","AQS","21","17","33"
"10/14/2013","35","PM2.5","Flathead Valley","30-029-0049","AQS","28","19","35"
"10/15/2013","52","PM2.5","Flathead Valley","30-029-0049","AQS","28","32","52"
"10/16/2013","55","PM2.5","Flathead Valley","30-029-0049","AQS","19","28","55"
"10/17/2013","55","PM2.5","Flathead Valley","30-029-0049","AQS","21","28","55"
"10/18/2013","64","PM2.5","Flathead Valley","30-029-0049","AQS","24","31","64"
