"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"03/13/2009","58","PM2.5","White Fish Dead End","30-029-0009","AQS","11","43",".","58"
"03/14/2009","82","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","14","41","42","82"
"03/15/2009","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","44",".","36"
"03/16/2009","44","PM2.5","White Fish Dead End","30-029-0009","AQS","7","44",".","44"
"03/17/2009","51","PM2.5","White Fish Dead End","30-029-0009","AQS","6","43",".","51"
"03/18/2009","48","PM2.5","White Fish Dead End","30-029-0009","AQS","8","43",".","48"
"03/19/2009","51","PM2.5","White Fish Dead End","30-029-0009","AQS","10","41",".","51"
"03/20/2009","54","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","11","35","26","54"
"03/21/2009","51","PM2.5","White Fish Dead End","30-029-0009","AQS","9","27",".","51"
"03/22/2009","43","PM2.5","White Fish Dead End","30-029-0009","AQS","5","40",".","43"
"03/23/2009","45","PM2.5","White Fish Dead End","30-029-0009","AQS","9","37",".","45"
"03/24/2009","47","PM2.5","White Fish Dead End","30-029-0009","AQS","6","42",".","47"
"03/25/2009","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","47",".","34"
"03/26/2009","48","PM2.5","White Fish Dead End","30-029-0009","AQS","7","46","48","48"
"03/27/2009","53","PM2.5","White Fish Dead End","30-029-0009","AQS","8","44",".","53"
"03/28/2009","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","42",".","40"
"03/29/2009","46","PM2.5","White Fish Dead End","30-029-0009","AQS","5","46",".","46"
"03/30/2009","52","PM2.5","White Fish Dead End","30-029-0009","AQS","7","42",".","52"
"03/31/2009","40","PM2.5","White Fish Dead End","30-029-0009","AQS","5","38",".","40"
"04/01/2009","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","41","15","27"
"04/02/2009","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","42",".","31"
"04/03/2009","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","45",".","33"
"04/04/2009","45","PM2.5","White Fish Dead End","30-029-0009","AQS","10","44",".","45"
"04/05/2009","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","42",".","36"
"04/06/2009","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","46",".","45"
"04/07/2009","58","PM10","White Fish Dead End","30-029-0009","AQS",".","49","58","55"
"04/08/2009","53","PM2.5","White Fish Dead End","30-029-0009","AQS","8","48",".","53"
"04/09/2009","55","PM2.5","White Fish Dead End","30-029-0009","AQS","5","45",".","55"
"04/10/2009","50","PM2.5","White Fish Dead End","30-029-0009","AQS","7","44",".","50"
"04/11/2009","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","41",".","30"
"04/12/2009","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","44",".","35"
"04/13/2009","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","48","19","27"
"04/14/2009","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","46",".","21"
"04/15/2009","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","44",".","37"
"04/16/2009","52","PM2.5","White Fish Dead End","30-029-0009","AQS","8","46",".","52"
"04/17/2009","47","PM2.5","White Fish Dead End","30-029-0009","AQS","7","45",".","47"
"04/18/2009","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","49",".","35"
"04/19/2009","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","44","24","39"
"04/20/2009","42","PM2.5","White Fish Dead End","30-029-0009","AQS","7","37",".","42"
"04/21/2009","44","PM2.5","White Fish Dead End","30-029-0009","AQS","6","43",".","44"
"04/22/2009","51","PM2.5","White Fish Dead End","30-029-0009","AQS","6","40",".","51"
"04/23/2009","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","45",".","33"
"04/24/2009","48","PM2.5","White Fish Dead End","30-029-0009","AQS","8","44",".","48"
"04/25/2009","55","PM2.5","White Fish Dead End","30-029-0009","AQS","7","44","20","55"
"04/26/2009","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","45",".","41"
"04/27/2009","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","43",".","24"
"04/28/2009","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","44",".","32"
"04/29/2009","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","44",".","33"
"04/30/2009","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","49",".","46"
"05/01/2009","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","51","20","44"
"05/02/2009","61","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","61",".","39"
"05/03/2009","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","37",".","36"
"05/04/2009","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","48",".","40"
"05/05/2009","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","40",".","15"
"05/06/2009","7","CO","Moose's","30-029-0010","AQS","7",".",".","."
"05/07/2009","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","35","6","15"
"05/08/2009","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","34",".","28"
"05/09/2009","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","36",".","27"
"05/10/2009","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","46",".","30"
"05/11/2009","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","38",".","30"
"05/12/2009","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","40",".","27"
"05/13/2009","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","35","14","26"
"05/14/2009","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","35",".","21"
"05/15/2009","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","39",".","32"
"05/16/2009","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","44",".","37"
"05/17/2009","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","42",".","38"
"05/18/2009","55","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","7","38",".","55"
"05/19/2009","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","44","17","38"
"05/20/2009","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","37",".","29"
"05/21/2009","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","43",".","29"
"05/22/2009","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","46",".","35"
"05/23/2009","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","44",".","43"
"05/24/2009","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","47",".","43"
"05/25/2009","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","45","17","41"
"05/26/2009","54","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","54",".","44"
"05/27/2009","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","47",".","44"
"05/28/2009","42","PM2.5","White Fish Dead End","30-029-0009","AQS","7","41",".","42"
"05/29/2009","40","PM2.5","White Fish Dead End","30-029-0009","AQS","7","40",".","40"
"05/30/2009","55","PM2.5","White Fish Dead End","30-029-0009","AQS","7","45",".","55"
"05/31/2009","42","PM2.5","White Fish Dead End","30-029-0009","AQS","6","40","19","42"
"06/01/2009","52","PM2.5","White Fish Dead End","30-029-0009","AQS","5","38",".","52"
"06/02/2009","47","PM2.5","White Fish Dead End","30-029-0009","AQS","5","41",".","47"
"06/03/2009","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","48",".","44"
"06/04/2009","71","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","71",".","48"
"06/05/2009","56","PM2.5","White Fish Dead End","30-029-0009","AQS","8","39",".","56"
"06/06/2009","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","36","5","28"
"06/07/2009","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","43",".","31"
"06/08/2009","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","36",".","30"
"06/09/2009","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","39",".","30"
"06/10/2009","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","43",".","30"
"06/11/2009","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","46",".","36"
"06/12/2009","53","PM2.5","White Fish Dead End","30-029-0009","AQS","7","46","32","53"
"06/13/2009","47","PM2.5","White Fish Dead End","30-029-0009","AQS","7","45",".","47"
"06/14/2009","47","PM2.5","White Fish Dead End","30-029-0009","AQS","7","41",".","47"
"06/15/2009","44","PM2.5","White Fish Dead End","30-029-0009","AQS","5","42",".","44"
"06/16/2009","47","PM2.5","White Fish Dead End","30-029-0009","AQS","5","40",".","47"
"06/17/2009","44","PM2.5","White Fish Dead End","30-029-0009","AQS","6","42",".","44"
"06/18/2009","51","PM10","Kalispell Flathead Electric","30-029-0047","AQS","5","35","51","37"
"06/19/2009","38","PM2.5","White Fish Dead End","30-029-0009","AQS","6","34",".","38"
"06/20/2009","34","PM2.5","White Fish Dead End","30-029-0009","AQS","5","34",".","34"
"06/21/2009","35","PM2.5","White Fish Dead End","30-029-0009","AQS","5","33",".","35"
"06/22/2009","28","PM2.5","White Fish Dead End","30-029-0009","AQS","5","20",".","28"
"06/23/2009","32","PM2.5","White Fish Dead End","30-029-0009","AQS","3","31",".","32"
"06/24/2009","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","38","17","36"
"06/25/2009","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","41",".","34"
"06/26/2009","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","40",".","38"
"06/27/2009","38","PM2.5","White Fish Dead End","30-029-0009","AQS","5","38",".","38"
"06/28/2009","48","PM2.5","White Fish Dead End","30-029-0009","AQS","5","40",".","48"
"06/29/2009","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","47",".","40"
"06/30/2009","55","PM2.5","White Fish Dead End","30-029-0009","AQS",".","50","21","55"
"07/01/2009","52","PM2.5","White Fish Dead End","30-029-0009","AQS",".","44",".","52"
"07/02/2009","55","PM2.5","White Fish Dead End","30-029-0009","AQS",".","43",".","55"
"07/03/2009","51","PM2.5","White Fish Dead End","30-029-0009","AQS",".","40",".","51"
"07/04/2009","61","PM2.5","White Fish Dead End","30-029-0009","AQS",".","39",".","61"
"07/05/2009","62","PM2.5","White Fish Dead End","30-029-0009","AQS",".","44",".","62"
"07/06/2009","42","PM2.5","White Fish Dead End","30-029-0009","AQS",".","28","24","42"
"07/07/2009","39","PM2.5","White Fish Dead End","30-029-0009","AQS",".","31",".","39"
"07/08/2009","30","PM2.5","White Fish Dead End","30-029-0009","AQS",".","28",".","30"
"07/09/2009","37","PM2.5","White Fish Dead End","30-029-0009","AQS",".","26",".","37"
"07/10/2009","49","PM2.5","White Fish Dead End","30-029-0009","AQS",".","31",".","49"
"07/11/2009","40","PM2.5","White Fish Dead End","30-029-0009","AQS",".","34",".","40"
"07/12/2009","51","PM2.5","White Fish Dead End","30-029-0009","AQS",".","31","21","51"
"07/13/2009","38","PM2.5","White Fish Dead End","30-029-0009","AQS",".","31",".","38"
"07/14/2009","42","PM2.5","White Fish Dead End","30-029-0009","AQS",".","21",".","42"
"07/15/2009","55","PM2.5","White Fish Dead End","30-029-0009","AQS",".","25",".","55"
"07/16/2009","54","PM2.5","White Fish Dead End","30-029-0009","AQS",".","39",".","54"
"07/17/2009","52","PM2.5","White Fish Dead End","30-029-0009","AQS",".","36",".","52"
"07/18/2009","46","PM2.5","White Fish Dead End","30-029-0009","AQS","8","38","20","46"
"07/19/2009","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","41",".","38"
"07/20/2009","44","PM2.5","White Fish Dead End","30-029-0009","AQS","6","37",".","44"
"07/21/2009","53","PM2.5","White Fish Dead End","30-029-0009","AQS","8","37",".","53"
"07/22/2009","61","PM2.5","White Fish Dead End","30-029-0009","AQS",".","37",".","61"
"07/23/2009","56","PM2.5","White Fish Dead End","30-029-0009","AQS","13","40",".","56"
"07/24/2009","58","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","13","35","20","58"
"07/25/2009","43","PM2.5","White Fish Dead End","30-029-0009","AQS","10","37",".","43"
"07/26/2009","55","PM2.5","White Fish Dead End","30-029-0009","AQS","7","34",".","55"
"07/27/2009","48","PM2.5","White Fish Dead End","30-029-0009","AQS","8","35",".","48"
"07/28/2009","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","34",".","33"
"07/29/2009","35","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","26","32",".","35"
"07/30/2009","54","PM2.5","White Fish Dead End","30-029-0009","AQS","6","41","21","54"
"07/31/2009","40","PM2.5","White Fish Dead End","30-029-0009","AQS","8","36",".","40"
"08/01/2009","45","PM2.5","White Fish Dead End","30-029-0009","AQS","8","36",".","45"
"08/02/2009","63","PM2.5","White Fish Dead End","30-029-0009","AQS","8","39","23","63"
"08/03/2009","84","PM2.5","White Fish Dead End","30-029-0009","AQS","9","40",".","84"
"08/04/2009","61","PM2.5","White Fish Dead End","30-029-0009","AQS","8","28",".","61"
"08/05/2009","45","PM2.5","White Fish Dead End","30-029-0009","AQS","8","32","25","45"
"08/06/2009","48","PM2.5","White Fish Dead End","30-029-0009","AQS","8","34",".","48"
"08/07/2009","48","PM2.5","White Fish Dead End","30-029-0009","AQS","5","31",".","48"
"08/08/2009","46","PM2.5","White Fish Dead End","30-029-0009","AQS","5","32",".","46"
"08/09/2009","66","PM2.5","White Fish Dead End","30-029-0009","AQS","6","30",".","66"
"08/10/2009","55","PM2.5","White Fish Dead End","30-029-0009","AQS","8","36",".","55"
"08/11/2009","38","PM2.5","White Fish Dead End","30-029-0009","AQS","7","31","22","38"
"08/12/2009","21","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","9","17",".","21"
"08/13/2009","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","30",".","19"
"08/14/2009","39","PM2.5","White Fish Dead End","30-029-0009","AQS","7","26",".","39"
"08/15/2009","33","PM2.5","White Fish Dead End","30-029-0009","AQS","5","20",".","33"
"08/16/2009","26","PM2.5","White Fish Dead End","30-029-0009","AQS","6","21",".","26"
"08/17/2009","36","PM2.5","White Fish Dead End","30-029-0009","AQS","7","21","17","36"
"08/18/2009","43","PM2.5","White Fish Dead End","30-029-0009","AQS","7","28",".","43"
"08/19/2009","46","PM2.5","White Fish Dead End","30-029-0009","AQS","8","29",".","46"
"08/20/2009","60","PM2.5","White Fish Dead End","30-029-0009","AQS","11","27",".","60"
"08/21/2009","62","PM2.5","White Fish Dead End","30-029-0009","AQS","11","38",".","62"
"08/22/2009","52","PM2.5","White Fish Dead End","30-029-0009","AQS","9","43",".","52"
"08/23/2009","49","PM2.5","White Fish Dead End","30-029-0009","AQS","7","42","23","49"
"08/24/2009","54","PM2.5","White Fish Dead End","30-029-0009","AQS","6","44",".","54"
"08/25/2009","50","PM2.5","White Fish Dead End","30-029-0009","AQS","8","46",".","50"
"08/26/2009","46","PM2.5","White Fish Dead End","30-029-0009","AQS","8","41",".","46"
"08/27/2009","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38",".","37"
"08/28/2009","38","PM2.5","White Fish Dead End","30-029-0009","AQS","10","31",".","38"
"08/29/2009","53","PM2.5","White Fish Dead End","30-029-0009","AQS","8","32","34","53"
"08/30/2009","50","PM2.5","White Fish Dead End","30-029-0009","AQS","8","37",".","50"
"08/31/2009","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","37",".","35"
"09/01/2009","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","41",".","32"
"09/02/2009","33","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","7","30",".","33"
"09/03/2009","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33",".","27"
"09/04/2009","42","PM10","Columbia Falls Ball Park","30-029-0007","AQS","6",".","42","24"
"09/05/2009","25","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","7",".",".","25"
"09/06/2009","19","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","7",".",".","19"
"09/07/2009","15","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","3",".",".","15"
"09/08/2009","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","29",".","10"
"09/09/2009","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31",".","18"
"09/10/2009","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","32","23","28"
"09/11/2009","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","33",".","25"
"09/12/2009","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","33",".","31"
"09/13/2009","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36",".","29"
"09/14/2009","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","35",".","28"
"09/15/2009","41","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","9","33",".","41"
"09/16/2009","45","PM2.5","White Fish Dead End","30-029-0009","AQS","8","33","37","45"
"09/17/2009","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36",".","34"
"09/18/2009","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","37",".","18"
"09/19/2009","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33",".","26"
"09/20/2009","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","29",".","14"
"09/21/2009","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","23",".","18"
"09/22/2009","28","PM2.5","White Fish Dead End","30-029-0009","AQS","7","26","27","28"
"09/23/2009","29","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","8","19",".","29"
"09/24/2009","50","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","10","20",".","50"
"09/25/2009","56","PM2.5","White Fish Dead End","30-029-0009","AQS","10","41",".","56"
"09/26/2009","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","43",".","38"
"09/27/2009","53","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","6","32",".","53"
"09/28/2009","61","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","11","29","39","61"
"09/29/2009","48","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","9","38",".","48"
"09/30/2009","25","PM2.5","White Fish Dead End","30-029-0009","AQS","8","25",".","25"
"10/01/2009","31","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","25",".","31"
"10/02/2009","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31",".","25"
"10/03/2009","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","27",".","22"
"10/04/2009","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","25","8","12"
"10/05/2009","26","PM2.5","White Fish Dead End","30-029-0009","AQS","7","25",".","26"
"10/06/2009","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","29",".","27"
"10/07/2009","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","25",".","19"
"10/08/2009","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","27",".","23"
"10/09/2009","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","28",".","23"
"10/10/2009","28","PM2.5","White Fish Dead End","30-029-0009","AQS","6","28","11","28"
"10/11/2009","32","PM2.5","White Fish Dead End","30-029-0009","AQS","5","28",".","32"
"10/12/2009","42","PM2.5","White Fish Dead End","30-029-0009","AQS","7","31",".","42"
"10/13/2009","58","PM2.5","White Fish Dead End","30-029-0009","AQS","8","28",".","58"
