"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"03/23/2010","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","40",".","38"
"03/24/2010","44","PM2.5","White Fish Dead End","30-029-0009","AQS",".","40",".","44"
"03/25/2010","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","37",".","35"
"03/26/2010","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","35",".","17"
"03/27/2010","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","41","30","37"
"03/28/2010","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","41",".","33"
"03/29/2010","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","40",".","8"
"03/30/2010","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","44",".","18"
"03/31/2010","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","37",".","14"
"04/01/2010","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","40",".","25"
"04/02/2010","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","43","21","25"
"04/03/2010","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","40",".","18"
"04/04/2010","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","40",".","13"
"04/05/2010","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","43",".","28"
"04/06/2010","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","40",".","14"
"04/07/2010","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","41",".","31"
"04/08/2010","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","40","24","23"
"04/09/2010","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","36",".","16"
"04/10/2010","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","42",".","29"
"04/11/2010","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","41",".","19"
"04/12/2010","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","37",".","30"
"04/13/2010","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","27",".","26"
"04/14/2010","38","PM2.5","White Fish Dead End","30-029-0009","AQS",".","27","19","38"
"04/15/2010","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","46",".","39"
"04/16/2010","36","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".",".",".","36"
"04/17/2010","39","PM2.5","White Fish Dead End","30-029-0009","AQS",".",".",".","39"
"04/18/2010","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","40",".","35"
"04/19/2010","35","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".",".",".","35"
"04/20/2010","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","48","31","33"
"04/21/2010","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","48",".","40"
"04/22/2010","36","PM2.5","White Fish Dead End","30-029-0009","AQS",".","30",".","36"
"04/23/2010","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","45",".","28"
"04/24/2010","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","45",".","19"
"04/25/2010","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","41",".","17"
"04/26/2010","23","PM2.5","White Fish Dead End","30-029-0009","AQS",".",".","19","23"
"04/27/2010","34","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".",".",".","34"
"04/28/2010","9","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".",".",".","9"
"04/29/2010","15","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".",".",".","15"
"04/30/2010","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","41",".","22"
"05/01/2010","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","37",".","20"
"05/02/2010","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","42","9","18"
"05/03/2010","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","45",".","26"
"05/04/2010","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","33",".","12"
"05/05/2010","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","41",".","18"
"05/06/2010","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","41",".","28"
"05/07/2010","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","42",".","30"
"05/08/2010","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","36","16","22"
"05/09/2010","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","39",".","16"
"05/10/2010","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","41",".","10"
"05/11/2010","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","46",".","23"
"05/12/2010","61","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","61",".","27"
"05/13/2010","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","50",".","29"
"05/14/2010","58","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","58","31","44"
"05/15/2010","61","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","61",".","37"
"05/16/2010","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","48",".","33"
"05/17/2010","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","47",".","33"
"05/18/2010","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","45",".","32"
"05/19/2010","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","38",".","14"
"05/20/2010","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","40","9","9"
"05/21/2010","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","42",".","12"
"05/22/2010","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","42",".","15"
"05/23/2010","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","41",".","18"
"05/24/2010","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","39",".","19"
"05/25/2010","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","39",".","25"
"05/26/2010","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","44","15","18"
"05/27/2010","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","31",".","11"
"05/28/2010","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","29",".","12"
"05/29/2010","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","24",".","10"
"05/30/2010","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","25",".","20"
"05/31/2010","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","24",".","15"
"06/01/2010","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","29","10","20"
"06/02/2010","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","26",".","19"
"06/03/2010","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","42",".","13"
"06/04/2010","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","28",".","23"
"06/05/2010","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","35",".","17"
"06/06/2010","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","34",".","25"
"06/07/2010","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","37","15","16"
"06/08/2010","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","44",".","21"
"06/09/2010","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","26",".","24"
"06/10/2010","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","30",".","14"
"06/11/2010","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","38",".","19"
"06/12/2010","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","39",".","27"
"06/13/2010","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","36","19","31"
"06/14/2010","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","40",".","30"
"06/15/2010","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","49",".","32"
"06/16/2010","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","33",".","26"
"06/17/2010","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","26",".","13"
"06/18/2010","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","22",".","13"
"06/19/2010","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","30","11","23"
"06/20/2010","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","39",".","31"
"06/21/2010","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","28",".","18"
"06/22/2010","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","26",".","24"
"06/23/2010","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","36",".","33"
"06/24/2010","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","38",".","34"
"06/25/2010","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","36","20","30"
"06/26/2010","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","50",".","31"
"06/27/2010","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","43",".","25"
"06/28/2010","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","33",".","30"
"06/29/2010","43","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","35",".","43"
"06/30/2010","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","39",".","21"
"07/01/2010","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","31","23","28"
"07/02/2010","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","29",".","20"
"07/03/2010","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","24",".","20"
"07/04/2010","46","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","24",".","46"
"07/05/2010","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","28",".","23"
"07/06/2010","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","29",".","23"
"07/07/2010","37","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","29","16","37"
"07/08/2010","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","38",".","35"
"07/09/2010","47","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","39",".","47"
"07/10/2010","51","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","44",".","51"
"07/11/2010","40","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","36",".","40"
"07/12/2010","49","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","41",".","49"
"07/13/2010","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","25","17","18"
"07/14/2010","28","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","24",".","28"
"07/15/2010","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","31",".","."
"07/16/2010","44","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","44",".","44"
"07/17/2010","43","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","43",".","43"
"07/18/2010","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","38",".","24"
"07/19/2010","38","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","38","18","38"
"07/20/2010","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","36",".","33"
"07/21/2010","40","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","37",".","40"
"07/22/2010","44","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","40",".","44"
"07/23/2010","33","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","31",".","33"
"07/24/2010","37","PM2.5","White Fish Dead End","30-029-0009","AQS",".","29",".","37"
"07/25/2010","31","PM2.5","White Fish Dead End","30-029-0009","AQS",".","31","15","31"
"07/26/2010","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","39",".","37"
"07/27/2010","38","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","33",".","38"
"07/28/2010","44","PM2.5","White Fish Dead End","30-029-0009","AQS",".","39",".","44"
"07/29/2010","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","47",".","38"
"07/30/2010","38","PM2.5","White Fish Dead End","30-029-0009","AQS",".","34",".","38"
"07/31/2010","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","40","12","35"
"08/01/2010","39","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","38",".","39"
"08/02/2010","54","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","40",".","54"
"08/03/2010","61","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","29",".","61"
"08/04/2010","48","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","34",".","48"
"08/05/2010","52","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","33",".","52"
"08/06/2010","52","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","41","29","52"
"08/07/2010","59","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","45",".","59"
"08/08/2010","34","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","20",".","34"
"08/09/2010","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","34",".","19"
"08/10/2010","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","36",".","28"
"08/11/2010","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","41",".","28"
"08/12/2010","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","31","18","28"
"08/13/2010","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","23",".","20"
"08/14/2010","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","27",".","22"
"08/15/2010","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","32",".","29"
"08/16/2010","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","35",".","34"
"08/17/2010","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","33",".","32"
"08/18/2010","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","43","24","38"
"08/19/2010","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","46",".","39"
"08/20/2010","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","51",".","30"
"08/21/2010","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","49",".","21"
"08/22/2010","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","34",".","24"
"08/23/2010","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","31",".","21"
"08/24/2010","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","34","19","23"
"08/25/2010","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","32",".","29"
"08/26/2010","55","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","48",".","55"
"08/27/2010","35","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","35",".","35"
"08/28/2010","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","32",".","22"
"08/29/2010","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","23",".","17"
"08/30/2010","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","22","8","17"
"08/31/2010","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","27",".","18"
"09/01/2010","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","26",".","6"
"09/02/2010","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","27",".","18"
"09/03/2010","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","27",".","23"
"09/04/2010","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","38",".","24"
"09/05/2010","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","33","13","23"
"09/06/2010","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","23",".","20"
"09/07/2010","23","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","22",".","23"
"09/08/2010","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","27",".","23"
"09/09/2010","25","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","19",".","25"
"09/10/2010","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","24",".","23"
"09/11/2010","30","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","29","11","30"
"09/12/2010","35","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","31",".","35"
"09/13/2010","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","28",".","23"
"09/14/2010","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","27",".","26"
"09/15/2010","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","29",".","25"
"09/16/2010","25","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","19",".","25"
"09/17/2010","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","24","7","12"
"09/18/2010","18","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","18",".","18"
"09/19/2010","24","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","19",".","24"
"09/20/2010","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","21",".","15"
"09/21/2010","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","27",".","15"
"09/22/2010","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","23",".","15"
"09/23/2010","32","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","20","29","32"
"09/24/2010","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","26",".","25"
"09/25/2010","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","29",".","28"
"09/26/2010","50","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","18",".","50"
"09/27/2010","32","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","22",".","32"
"09/28/2010","38","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","28",".","38"
