"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"02/22/2018","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","11","21"
"02/23/2018","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","17","30"
"02/24/2018","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","12","17"
"02/25/2018","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","6","12"
"02/26/2018","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","9","15"
"02/27/2018","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","12","9"
"02/28/2018","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","10","15"
"03/01/2018","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","14","15"
"03/02/2018","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","13","22"
"03/03/2018","45","PM2.5","Flathead Valley","30-029-0049","AQS","39","16","45"
"03/04/2018","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","31","5"
"03/05/2018","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","17","25"
"03/06/2018","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","28","35"
"03/07/2018","67","PM2.5","Flathead Valley","30-029-0049","AQS","40","45","67"
"03/08/2018","52","PM2.5","Flathead Valley","30-029-0049","AQS","26","23","52"
"03/09/2018","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","10","3"
"03/10/2018","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","29","27"
"03/11/2018","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","33","28"
"03/12/2018","65","PM10","White Fish Dead End","30-029-0009","AQS","44","65","36"
"03/13/2018","66","PM10","White Fish Dead End","30-029-0009","AQS","42","66","18"
"03/14/2018","41","PM10","White Fish Dead End","30-029-0009","AQS","38","41","37"
"03/15/2018","56","PM2.5","Flathead Valley","30-029-0049","AQS","34","29","56"
"03/16/2018","41","PM10","White Fish Dead End","30-029-0009","AQS","34","41","25"
"03/17/2018","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","26","10"
"03/18/2018","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","20","11"
"03/19/2018","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","19","10"
"03/20/2018","54","PM10","White Fish Dead End","30-029-0009","AQS","39","54","22"
"03/21/2018","57","PM10","White Fish Dead End","30-029-0009","AQS","43","57","22"
"03/22/2018","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","20","11"
"03/23/2018","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","34","15"
"03/24/2018","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","22","19"
"03/25/2018","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","25","10"
"03/26/2018","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","31","14"
"03/27/2018","52","PM10","White Fish Dead End","30-029-0009","AQS","33","52","5"
"03/28/2018","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","35","10"
"03/29/2018","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","42","30"
"03/30/2018","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","35","13"
"03/31/2018","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","26","13"
"04/01/2018","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","18","23"
"04/02/2018","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","48","22","26"
"04/03/2018","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","14","30"
"04/04/2018","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","49","19","37"
"04/05/2018","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","51","19","33"
"04/06/2018","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46","27","20"
"04/07/2018","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","19","31"
"04/08/2018","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","11","13"
"04/09/2018","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","28","13"
"04/10/2018","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","29","27"
"04/11/2018","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","22","19"
"04/12/2018","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","14","8"
"04/13/2018","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","21","8"
"04/14/2018","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","19","8"
"04/15/2018","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","22","23"
"04/16/2018","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","14","8"
"04/17/2018","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","21","6"
"04/18/2018","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","28","12"
"04/19/2018","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46","29","23"
"04/20/2018","59","PM10","White Fish Dead End","30-029-0009","AQS","45","59","20"
"04/21/2018","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","49","27","29"
"04/22/2018","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","50","17","20"
"04/23/2018","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","27","7"
"04/24/2018","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46","30","28"
"04/25/2018","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","50","43","32"
"04/26/2018","54","PM10","White Fish Dead End","30-029-0009","AQS","49","54","37"
"04/27/2018","58","PM10","White Fish Dead End","30-029-0009","AQS","44","58","28"
"04/28/2018","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","43","38"
"04/29/2018","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","15","16"
"04/30/2018","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","15","14"
"05/01/2018","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","16","13"
"05/02/2018","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","19","25"
"05/03/2018","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46","32","28"
"05/04/2018","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46","38","28"
"05/05/2018","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","26","25"
"05/06/2018","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","20","17"
"05/07/2018","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","16","13"
"05/08/2018","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","26","18"
"05/09/2018","25","PM10","Kalispell Flathead Electric","30-029-0047","AQS","23","25","18"
"05/10/2018","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","13","18"
"05/11/2018","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","13","13"
"05/12/2018","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","22","35"
"05/13/2018","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","21","33"
"05/14/2018","46","PM10","White Fish Dead End","30-029-0009","AQS","46","46","37"
"05/15/2018","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","33","43"
"05/16/2018","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","48","40","40"
"05/17/2018","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","20","23"
"05/18/2018","13","PM10","Kalispell Flathead Electric","30-029-0047","AQS",".","13","10"
"05/19/2018","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","15","13"
"05/20/2018","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","16","20"
"05/21/2018","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","24","24"
"05/22/2018","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","51","29","30"
"05/23/2018","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","49","27","20"
"05/24/2018","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","19","23"
"05/25/2018","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","30","31"
"05/26/2018","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","19","18"
"05/27/2018","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","15","30"
"05/28/2018","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","14","28"
"05/29/2018","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","20","25"
"05/30/2018","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","48","17","16"
"05/31/2018","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","17","15"
"06/01/2018","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","12","12"
"06/02/2018","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","17","25"
"06/03/2018","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","21","25"
"06/04/2018","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","17","11"
"06/05/2018","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","19","16"
"06/06/2018","61","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","61","23","27"
"06/07/2018","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","32","37"
"06/08/2018","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","28","35"
"06/09/2018","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","21","28"
"06/10/2018","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","9","3"
"06/11/2018","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","14","12"
"06/12/2018","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","13","20"
"06/13/2018","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","21","19"
"06/14/2018","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","19","10"
"06/15/2018","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","15","13"
"06/16/2018","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","16","5"
"06/17/2018","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","14","20"
"06/18/2018","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","15","18"
"06/19/2018","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","15","29"
"06/20/2018","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","20","31"
"06/21/2018","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","19","23"
"06/22/2018","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","21","25"
"06/23/2018","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","11","24"
"06/24/2018","33","PM2.5","Flathead Valley","30-029-0049","AQS","29","14","33"
"06/25/2018","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","48","19","18"
"06/26/2018","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","16","9"
"06/27/2018","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","22","23"
"06/28/2018","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","23","19"
"06/29/2018","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","16","19"
"06/30/2018","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","13","22"
"07/01/2018","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","12","17"
"07/02/2018","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","19","5"
"07/03/2018","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","11","15"
"07/04/2018","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","24","26"
"07/05/2018","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","21","28"
"07/06/2018","50","PM2.5","Flathead Valley","30-029-0049","AQS","38","29","50"
"07/07/2018","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","21","28"
"07/08/2018","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","16","25"
"07/09/2018","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","28","40"
"07/10/2018","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","28","32"
"07/11/2018","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","21","25"
"07/12/2018","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","25","28"
"07/13/2018","30","PM2.5","Flathead Valley","30-029-0049","AQS",".","28","30"
"07/14/2018","35","PM2.5","Flathead Valley","30-029-0049","AQS",".","32","35"
"07/15/2018","33","PM2.5","Flathead Valley","30-029-0049","AQS",".","22","33"
"07/16/2018","38","PM2.5","Flathead Valley","30-029-0049","AQS",".","33","38"
"07/17/2018","45","PM2.5","Flathead Valley","30-029-0049","AQS",".","36","45"
"07/18/2018","52","PM2.5","Flathead Valley","30-029-0049","AQS",".","38","52"
"07/19/2018","56","PM2.5","Flathead Valley","30-029-0049","AQS",".","32","56"
"07/20/2018","52","PM2.5","Flathead Valley","30-029-0049","AQS",".","35","52"
"07/21/2018","48","PM2.5","Flathead Valley","30-029-0049","AQS",".","32","48"
"07/22/2018","34","PM2.5","Flathead Valley","30-029-0049","AQS",".","23","34"
"07/23/2018","38","PM2.5","Flathead Valley","30-029-0049","AQS",".","29","38"
"07/24/2018","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","34","31"
"07/25/2018","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","27","34"
"07/26/2018","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","32","37"
"07/27/2018","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","28","42"
"07/28/2018","45","PM2.5","Flathead Valley","30-029-0049","AQS","42","23","45"
"07/29/2018","45","PM2.5","Flathead Valley","30-029-0049","AQS","44","23","45"
"07/30/2018","51","PM2.5","Flathead Valley","30-029-0049","AQS","47","31","51"
"07/31/2018","60","PM2.5","Flathead Valley","30-029-0049","AQS","42","40","60"
"08/01/2018","64","PM2.5","Flathead Valley","30-029-0049","AQS","49","40","64"
"08/02/2018","54","PM2.5","Flathead Valley","30-029-0049","AQS","45","45","54"
"08/03/2018","53","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","35","53"
"08/04/2018","68","PM2.5","Flathead Valley","30-029-0049","AQS","34","38","68"
"08/05/2018","56","PM2.5","Flathead Valley","30-029-0049","AQS","30","27","56"
"08/06/2018","53","PM2.5","Flathead Valley","30-029-0049","AQS","36","36","53"
"08/07/2018","70","PM2.5","Flathead Valley","30-029-0049","AQS","44","51","70"
"08/08/2018","107","PM2.5","Flathead Valley","30-029-0049","AQS","51","60","107"
"08/09/2018","102","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","48","58","102"
"08/10/2018","96","PM2.5","Flathead Valley","30-029-0049","AQS","49","57","96"
"08/11/2018","101","PM2.5","Flathead Valley","30-029-0049","AQS","39","60","101"
"08/12/2018","77","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","44","77"
"08/13/2018","134","PM2.5","Flathead Valley","30-029-0049","AQS","40","62","134"
"08/14/2018","145","PM2.5","Flathead Valley","30-029-0049","AQS","48","66","145"
"08/15/2018","145","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","49","65","145"
"08/16/2018","127","PM2.5","Flathead Valley","30-029-0049","AQS","51","73","127"
"08/17/2018","114","PM2.5","Flathead Valley","30-029-0049","AQS","44","63","114"
"08/18/2018","154","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","69","154"
"08/19/2018","182","PM2.5","Flathead Valley","30-029-0049","AQS","41","117","182"
"08/20/2018","119","PM2.5","Flathead Valley","30-029-0049","AQS","34","91","119"
"08/21/2018","155","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","58","155"
"08/22/2018","90","PM2.5","Flathead Valley","30-029-0049","AQS","44","51","90"
"08/23/2018","125","PM2.5","Flathead Valley","30-029-0049","AQS","80","61","125"
"08/24/2018","154","PM2.5","Flathead Valley","30-029-0049","AQS","42","68","154"
"08/25/2018","158","PM2.5","Flathead Valley","30-029-0049","AQS","40","70","158"
"08/26/2018","109","PM2.5","Flathead Valley","30-029-0049","AQS","29","57","109"
"08/27/2018","39","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","15","39"
"08/28/2018","37","PM2.5","Flathead Valley","30-029-0049","AQS","26","20","37"
"08/29/2018","54","PM2.5","Flathead Valley","30-029-0049","AQS","35","24","54"
"08/30/2018","46","PM2.5","Flathead Valley","30-029-0049","AQS","38","27","46"
"08/31/2018","47","PM2.5","Flathead Valley","30-029-0049","AQS","38","27","47"
"09/01/2018","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","19","38"
"09/02/2018","49","PM2.5","Flathead Valley","30-029-0049","AQS","40","22","49"
"09/03/2018","53","PM2.5","Flathead Valley","30-029-0049","AQS","34","23","53"
"09/04/2018","52","PM2.5","Flathead Valley","30-029-0049","AQS","33","28","52"
"09/05/2018","70","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","28","70"
"09/06/2018","99","PM2.5","Flathead Valley","30-029-0049","AQS","37","43","99"
"09/07/2018","95","PM2.5","Flathead Valley","30-029-0049","AQS","44","44","95"
"09/08/2018","61","PM2.5","Flathead Valley","30-029-0049","AQS","36","31","61"
"09/09/2018","54","PM2.5","Flathead Valley","30-029-0049","AQS","43","22","54"
"09/10/2018","40","PM2.5","Flathead Valley","30-029-0049","AQS","32","31","40"
"09/11/2018","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","24","25"
"09/12/2018","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","22","28"
"09/13/2018","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","18","18"
"09/14/2018","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","18","22"
"09/15/2018","41","PM2.5","Flathead Valley","30-029-0049","AQS","32","21","41"
"09/16/2018","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","15","27"
"09/17/2018","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","20","10"
"09/18/2018","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","20","28"
"09/19/2018","33","PM2.5","Flathead Valley","30-029-0049","AQS","29","23","33"
"09/20/2018","45","PM2.5","Flathead Valley","30-029-0049","AQS","23","23","45"
"09/21/2018","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","25","26"
"09/22/2018","23","PM2.5","Flathead Valley","30-029-0049","AQS","16","19","23"
"09/23/2018","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","21","10","18"
"09/24/2018","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","15","19"
"09/25/2018","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","19","20"
"09/26/2018","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","21","25"
"09/27/2018","30","PM10","Kalispell Flathead Electric","30-029-0047","AQS","27","30","26"
"09/28/2018","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","15","12"
"09/29/2018","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","11","15"
"09/30/2018","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","10","17"
"10/01/2018","48","PM2.5","Flathead Valley","30-029-0049","AQS","17","26","48"
"10/02/2018","32","PM2.5","Flathead Valley","30-029-0049","AQS","19","23","32"
"10/03/2018","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","12","17"
"10/04/2018","27","PM2.5","Flathead Valley","30-029-0049","AQS","19","15","27"
"10/05/2018","43","PM2.5","Flathead Valley","30-029-0049","AQS","29","19","43"
"10/06/2018","35","PM2.5","Flathead Valley","30-029-0049","AQS","32","19","35"
"10/07/2018","51","PM2.5","Flathead Valley","30-029-0049","AQS","26","14","51"
"10/08/2018","32","PM2.5","Flathead Valley","30-029-0049","AQS","26","15","32"
"10/09/2018","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","15","8"
"10/10/2018","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","14","8"
"10/11/2018","33","PM2.5","Flathead Valley","30-029-0049","AQS","27","23","33"
"10/12/2018","40","PM2.5","Flathead Valley","30-029-0049","AQS","34","24","40"
"10/13/2018","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","9","19"
