"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/22/2011","32","PM2.5","White Fish Dead End","30-029-0009","AQS","27",".","32"
"01/23/2011","33","PM2.5","White Fish Dead End","30-029-0009","AQS","30",".","33"
"01/24/2011","58","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","24",".","58"
"01/25/2011","70","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","14",".","70"
"01/26/2011","50","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","20",".","50"
"01/27/2011","86","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","19","31","86"
"01/28/2011","59","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","15",".","59"
"01/29/2011","40","PM2.5","White Fish Dead End","30-029-0009","AQS","28",".","40"
"01/30/2011","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30",".","24"
"01/31/2011","55","PM2.5","White Fish Dead End","30-029-0009","AQS","31",".","55"
"02/01/2011","65","PM2.5","White Fish Dead End","30-029-0009","AQS","31",".","65"
"02/02/2011","67","PM2.5","White Fish Dead End","30-029-0009","AQS","31","50","67"
"02/03/2011","66","PM2.5","White Fish Dead End","30-029-0009","AQS","28",".","66"
"02/04/2011","76","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","20",".","76"
"02/05/2011","55","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","32",".","55"
"02/06/2011","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33",".","19"
"02/07/2011","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34",".","25"
"02/08/2011","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","15","34"
"02/09/2011","55","PM2.5","White Fish Dead End","30-029-0009","AQS","29",".","55"
"02/10/2011","60","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","33",".","60"
"02/11/2011","51","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","40",".","51"
"02/12/2011","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42",".","40"
"02/13/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","15"
"02/14/2011","56","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","39","39","56"
"02/15/2011","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40",".","21"
"02/16/2011","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35",".","32"
"02/17/2011","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40",".","35"
"02/18/2011","35","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","30",".","35"
"02/19/2011","42","PM2.5","White Fish Dead End","30-029-0009","AQS","37",".","42"
"02/20/2011","37","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","37","18","37"
"02/21/2011","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41",".","36"
"02/22/2011","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36",".","25"
"02/23/2011","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40",".","28"
"02/24/2011","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39",".","26"
"02/25/2011","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38",".","34"
"02/26/2011","59","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","35","31","59"
"02/27/2011","40","PM2.5","White Fish Dead End","30-029-0009","AQS","39",".","40"
"02/28/2011","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43",".","15"
"03/01/2011","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35",".","23"
"03/02/2011","56","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","27",".","56"
"03/03/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","33"
"03/04/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","19","33"
"03/05/2011","51","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","37",".","51"
"03/06/2011","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43",".","32"
"03/07/2011","44","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","43",".","44"
"03/08/2011","54","PM2.5","White Fish Dead End","30-029-0009","AQS","44",".","54"
"03/09/2011","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42",".","39"
"03/10/2011","41","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","39","12","41"
"03/11/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","23"
"03/12/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","36"
"03/13/2011","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","48",".","43"
"03/14/2011","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","50",".","26"
"03/15/2011","46","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","42",".","46"
"03/16/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","15","27"
"03/17/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","28"
"03/18/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","33"
"03/19/2011","45","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","38",".","45"
"03/20/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","30"
"03/21/2011","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38",".","23"
"03/22/2011","42","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","33","9","42"
"03/23/2011","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45",".","38"
"03/24/2011","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43",".","29"
"03/25/2011","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42",".","28"
"03/26/2011","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45",".","29"
"03/27/2011","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40",".","24"
"03/28/2011","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","19","28"
"03/29/2011","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38",".","35"
"03/30/2011","39","PM2.5","White Fish Dead End","30-029-0009","AQS","29",".","39"
"03/31/2011","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27",".","20"
"04/01/2011","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39",".","27"
"04/02/2011","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","50",".","28"
"04/03/2011","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","48","13","25"
"04/04/2011","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40",".","25"
"04/05/2011","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45",".","18"
"04/06/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","27"
"04/07/2011","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","51",".","35"
"04/08/2011","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","50",".","38"
"04/09/2011","58","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","58","31","39"
"04/10/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","38"
"04/11/2011","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","49",".","28"
"04/12/2011","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","51",".","31"
"04/13/2011","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47",".","33"
"04/14/2011","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46",".","25"
"04/15/2011","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","51","19","26"
"04/16/2011","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37",".","27"
"04/17/2011","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41",".","15"
"04/18/2011","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43",".","31"
"04/19/2011","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45",".","33"
"04/20/2011","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46",".","30"
"04/21/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","24","28"
"04/22/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","41"
"04/23/2011","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","48",".","44"
"04/24/2011","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","51","16","40"
"04/25/2011","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45",".","29"
"04/26/2011","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40",".","19"
"04/27/2011","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","30","20"
"04/28/2011","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45",".","23"
"04/29/2011","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37",".","23"
"04/30/2011","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34",".","30"
"05/01/2011","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43",".","33"
"05/02/2011","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46",".","29"
"05/03/2011","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","9","20"
"05/04/2011","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42",".","27"
"05/05/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","32"
"05/06/2011","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42",".","23"
"05/07/2011","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36",".","19"
"05/08/2011","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46",".","20"
"05/09/2011","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","22","20"
"05/10/2011","28","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".",".","28"
"05/11/2011","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47",".","39"
"05/12/2011","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39",".","29"
"05/13/2011","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","49",".","26"
"05/14/2011","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","51",".","21"
"05/15/2011","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","14","21"
"05/16/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","22"
"05/17/2011","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46",".","32"
"05/18/2011","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47",".","43"
"05/19/2011","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","49",".","31"
"05/20/2011","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46",".","33"
"05/21/2011","61","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","61","20","40"
"05/22/2011","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41",".","35"
"05/23/2011","40","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","27",".","40"
"05/24/2011","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25",".","19"
"05/25/2011","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26",".","18"
"05/26/2011","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38",".","19"
"05/27/2011","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","5","15"
"05/28/2011","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33",".","22"
"05/29/2011","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","51",".","36"
"05/30/2011","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46",".","28"
"05/31/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","30"
"06/01/2011","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40",".","29"
"06/02/2011","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","9","25"
"06/03/2011","24","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","24",".","24"
"06/04/2011","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34",".","21"
"06/05/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","30"
"06/06/2011","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37",".","36"
"06/07/2011","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40",".","26"
"06/08/2011","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","6","22"
"06/09/2011","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38",".","35"
"06/10/2011","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38",".","25"
"06/11/2011","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41",".","32"
"06/12/2011","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46",".","30"
"06/13/2011","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31",".","30"
"06/14/2011","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","9","26"
"06/15/2011","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34",".","27"
"06/16/2011","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23",".","16"
"06/17/2011","28","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","14",".","28"
"06/18/2011","38","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","20",".","38"
"06/19/2011","26","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","17",".","26"
"06/20/2011","32","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","28","11","32"
"06/21/2011","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43",".","33"
"06/22/2011","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","50",".","35"
"06/23/2011","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37",".","36"
"06/24/2011","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40",".","21"
"06/25/2011","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38",".","22"
"06/26/2011","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","9","25"
"06/27/2011","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36",".","34"
"06/28/2011","38","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","37",".","38"
"06/29/2011","36","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","32",".","36"
"06/30/2011","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32",".","20"
"07/01/2011","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36",".","23"
"07/02/2011","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","14","29"
"07/03/2011","43","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","42",".","43"
"07/04/2011","56","PM2.5","White Fish Dead End","30-029-0009","AQS","44",".","56"
"07/05/2011","49","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".",".","49"
"07/06/2011","48","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","43",".","48"
"07/07/2011","53","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","42",".","53"
"07/08/2011","46","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","19","46"
"07/09/2011","18","PM2.5","White Fish Dead End","30-029-0009","AQS",".",".","18"
"07/10/2011","24","PM2.5","White Fish Dead End","30-029-0009","AQS",".",".","24"
"07/11/2011","28","PM2.5","White Fish Dead End","30-029-0009","AQS",".",".","28"
"07/12/2011","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32",".","23"
"07/13/2011","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34",".","."
"07/14/2011","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","11","16"
"07/15/2011","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29",".","."
"07/16/2011","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41",".","."
"07/17/2011","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38",".","24"
"07/18/2011","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38",".","."
"07/19/2011","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33",".","."
"07/20/2011","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","11","13"
"07/21/2011","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26",".","."
"07/22/2011","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","21",".","."
"07/23/2011","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30",".","14"
"07/24/2011","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32",".","."
"07/25/2011","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","21",".","."
"07/26/2011","22","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","17","12","22"
"07/27/2011","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31",".","."
"07/28/2011","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36",".","."
"07/29/2011","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40",".","25"
"07/30/2011","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38",".","."
"07/31/2011","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39",".","."
"08/01/2011","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","25","23"
"08/02/2011","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35",".","."
"08/03/2011","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42",".","."
"08/04/2011","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38",".","27"
"08/05/2011","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39",".","."
"08/06/2011","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41",".","."
"08/07/2011","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","15","24"
"08/08/2011","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42",".","."
"08/09/2011","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46",".","."
"08/10/2011","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45",".","23"
"08/11/2011","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42",".","."
"08/12/2011","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43",".","."
"08/13/2011","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","13","29"
"08/14/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44",".","."
"08/15/2011","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31",".","."
"08/16/2011","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35",".","19"
"08/17/2011","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","18","."
"08/18/2011","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","16","."
"08/19/2011","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","14","18"
"08/20/2011","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","14","."
"08/21/2011","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","19","."
"08/22/2011","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","20","40"
"08/23/2011","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","16","."
"08/24/2011","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","20","."
"08/25/2011","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","27","30"
"08/26/2011","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","24","."
"08/27/2011","43","PM2.5","Flathead Valley","30-029-0049","AQS","43","23","43"
"08/28/2011","58","PM2.5","Flathead Valley","30-029-0049","AQS","40","26","58"
"08/29/2011","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","24","44"
"08/30/2011","48","PM2.5","Flathead Valley","30-029-0049","AQS","42","25","48"
"08/31/2011","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","14","25"
"09/01/2011","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","6","14"
"09/02/2011","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","10","21"
"09/03/2011","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","9","14"
"09/04/2011","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","14","25"
"09/05/2011","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","18","32"
"09/06/2011","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","27","35"
"09/07/2011","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","28","."
"09/08/2011","66","PM2.5","Flathead Valley","30-029-0049","AQS","28","41","66"
"09/09/2011","60","PM2.5","Flathead Valley","30-029-0049","AQS","29","34","60"
"09/10/2011","58","PM2.5","Flathead Valley","30-029-0049","AQS","32","30","58"
"09/11/2011","61","PM2.5","Flathead Valley","30-029-0049","AQS","39","35","61"
"09/12/2011","62","PM2.5","Flathead Valley","30-029-0049","AQS","40","46","62"
"09/13/2011","44","PM2.5","Flathead Valley","30-029-0049","AQS","33","35","44"
"09/14/2011","47","PM2.5","Flathead Valley","30-029-0049","AQS","32","31","47"
"09/15/2011","60","PM2.5","Flathead Valley","30-029-0049","AQS","32","30","60"
"09/16/2011","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","26","27"
"09/17/2011","34","PM2.5","Flathead Valley","30-029-0049","AQS","34","14","34"
"09/18/2011","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","10","14"
"09/19/2011","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","6","16"
"09/20/2011","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","11","18"
"09/21/2011","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","18","24"
"09/22/2011","44","PM2.5","Flathead Valley","30-029-0049","AQS","30","28","44"
"09/23/2011","53","PM2.5","Flathead Valley","30-029-0049","AQS","35","27","53"
"09/24/2011","44","PM2.5","Flathead Valley","30-029-0049","AQS","28","16","44"
"09/25/2011","41","PM2.5","Flathead Valley","30-029-0049","AQS","34","20","41"
"09/26/2011","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","5","8"
"09/27/2011","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","14","16"
"09/28/2011","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","13","13"
"09/29/2011","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","19","20"
"09/30/2011","40","PM2.5","Flathead Valley","30-029-0049","AQS","31","29","40"
"10/01/2011","59","PM2.5","Flathead Valley","30-029-0049","AQS","25","27","59"
"10/02/2011","54","PM2.5","Flathead Valley","30-029-0049","AQS","31","20","54"
"10/03/2011","60","PM2.5","Flathead Valley","30-029-0049","AQS","23","29","60"
"10/04/2011","62","PM2.5","Flathead Valley","30-029-0049","AQS","27","22","62"
"10/05/2011","48","PM2.5","Flathead Valley","30-029-0049","AQS","21","11","48"
"10/06/2011","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","21","7","18"
