"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"02/25/2014","37","PM2.5","Flathead Valley","30-029-0049","AQS","36","13","37"
"02/26/2014","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","22","29"
"02/27/2014","57","PM2.5","Flathead Valley","30-029-0049","AQS","40","22","57"
"02/28/2014","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","33","23"
"03/01/2014","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","17","17"
"03/02/2014","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","16","17"
"03/03/2014","68","PM2.5","Flathead Valley","30-029-0049","AQS","28","17","68"
"03/04/2014","38","PM2.5","Flathead Valley","30-029-0049","AQS","31","15","38"
"03/05/2014","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","13","12"
"03/06/2014","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","11","10"
"03/07/2014","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","14","6"
"03/08/2014","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","33","19"
"03/09/2014","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","8","9"
"03/10/2014","40","PM2.5","Flathead Valley","30-029-0049","AQS","31","10","40"
"03/11/2014","42","PM2.5","Flathead Valley","30-029-0049","AQS","35","22","42"
"03/12/2014","51","PM10","Kalispell Flathead Electric","30-029-0047","AQS","38","51","40"
"03/13/2014","60","PM10","Kalispell Flathead Electric","30-029-0047","AQS","43","60","56"
"03/14/2014","54","PM2.5","Flathead Valley","30-029-0049","AQS","33","39","54"
"03/15/2014","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","19","14"
"03/16/2014","43","PM2.5","Flathead Valley","30-029-0049","AQS","27","17","43"
"03/17/2014","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","9","11"
"03/18/2014","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","24","25"
"03/19/2014","41","PM10","Kalispell Flathead Electric","30-029-0047","AQS","38","41","25"
"03/20/2014","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","15","14"
"03/21/2014","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","14","16"
"03/22/2014","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","26","19"
"03/23/2014","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","27","34"
"03/24/2014","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","31","20"
"03/25/2014","52","PM10","White Fish Dead End","30-029-0009","AQS","44","52","19"
"03/26/2014","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","43","20"
"03/27/2014","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","29","18"
"03/28/2014","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","17","24"
"03/29/2014","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","17","12"
"03/30/2014","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","10","12"
"03/31/2014","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","19","22"
"04/01/2014","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","35","13"
"04/02/2014","51","PM10","White Fish Dead End","30-029-0009","AQS","41","51","24"
"04/03/2014","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","41","34"
"04/04/2014","40","PM10","White Fish Dead End","30-029-0009","AQS","38","40","12"
"04/05/2014","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","16","11"
"04/06/2014","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","15","14"
"04/07/2014","42","PM10","Kalispell Flathead Electric","30-029-0047","AQS","39","42","28"
"04/08/2014","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","32","31"
"04/09/2014","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","48","21","13"
"04/10/2014","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","35","40"
"04/11/2014","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","38","31"
"04/12/2014","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","19","21"
"04/13/2014","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","48","14","16"
"04/14/2014","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","38","31"
"04/15/2014","52","PM2.5","Flathead Valley","30-029-0049","AQS","45","30","52"
"04/16/2014","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","15","25"
"04/17/2014","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","11","18"
"04/18/2014","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","47","12","12"
"04/19/2014","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","50","25","26"
"04/20/2014","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","13","13"
"04/21/2014","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","49","31","25"
"04/22/2014","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","28","30"
"04/23/2014","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","15","5"
"04/24/2014","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","11","12"
"04/25/2014","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46","13","13"
"04/26/2014","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","7","14"
"04/27/2014","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","10","17"
"04/28/2014","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","16","11"
"04/29/2014","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","31","20"
"04/30/2014","44","PM10","White Fish Dead End","30-029-0009","AQS","44","44","18"
"05/01/2014","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","37","24"
"05/02/2014","41","PM10","White Fish Dead End","30-029-0009","AQS","34","41","26"
"05/03/2014","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","27","12"
"05/04/2014","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","9","8"
"05/05/2014","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","15","15"
"05/06/2014","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","22","20"
"05/07/2014","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","15","15"
"05/08/2014","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","26","28"
"05/09/2014","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","15","25"
"05/10/2014","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","10","21"
"05/11/2014","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","9","18"
"05/12/2014","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","21","20"
"05/13/2014","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","24","24"
"05/14/2014","44","PM10","White Fish Dead End","30-029-0009","AQS","39","44","27"
"05/15/2014","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","33","29"
"05/16/2014","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","19","17"
"05/17/2014","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","20","28"
"05/18/2014","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46","18","28"
"05/19/2014","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","14","22"
"05/20/2014","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","15","18"
"05/21/2014","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","27","20"
"05/22/2014","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","25","23"
"05/23/2014","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","37","29"
"05/24/2014","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","17","20"
"05/25/2014","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","20","28"
"05/26/2014","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","14","15"
"05/27/2014","22","PM10","Flathead Valley","30-029-0049","AQS",".","22","20"
"05/28/2014","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","13","17"
"05/29/2014","13","PM2.5","Flathead Valley","30-029-0049","AQS",".","12","13"
"05/30/2014","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","17","13"
"05/31/2014","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","18","19"
"06/01/2014","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","20","22"
"06/02/2014","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","20","25"
"06/03/2014","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","17","29"
"06/04/2014","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","20","25"
"06/05/2014","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","24","32"
"06/06/2014","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","19","23"
"06/07/2014","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","20","24"
"06/08/2014","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","19","23"
"06/09/2014","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","26","25"
"06/10/2014","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","29","25"
"06/11/2014","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","20","14"
"06/12/2014","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","27","15"
"06/13/2014","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","14","23"
"06/14/2014","18","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","10","16"
"06/15/2014","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","13","19"
"06/16/2014","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","14","13"
"06/17/2014","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","8","14"
"06/18/2014","16","PM2.5","Flathead Valley","30-029-0049","AQS","16","7","16"
"06/19/2014","25","PM2.5","Flathead Valley","30-029-0049","AQS","13","15","25"
"06/20/2014","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","19","21"
"06/21/2014","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","21","18"
"06/22/2014","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","19","34"
"06/23/2014","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","20","25"
"06/24/2014","26","PM2.5","Flathead Valley","30-029-0049","AQS",".","26","26"
"06/25/2014","29","PM2.5","Flathead Valley","30-029-0049","AQS","29","22","29"
"06/26/2014","30","PM2.5","Flathead Valley","30-029-0049","AQS","19","18","30"
"06/27/2014","27","PM2.5","Flathead Valley","30-029-0049","AQS","17","18","27"
"06/28/2014","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","13","13"
"06/29/2014","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","21","14","16"
"06/30/2014","23","PM2.5","Flathead Valley","30-029-0049","AQS","23","17","23"
"07/01/2014","40","PM2.5","Flathead Valley","30-029-0049","AQS","34","25","40"
"07/02/2014","58","PM2.5","Flathead Valley","30-029-0049","AQS","32","34","58"
"07/03/2014","36","PM2.5","Flathead Valley","30-029-0049","AQS","32","24","36"
"07/04/2014","54","PM2.5","Flathead Valley","30-029-0049","AQS","47","26","54"
"07/05/2014","52","PM2.5","Flathead Valley","30-029-0049","AQS","37","25","52"
"07/06/2014","30","PM2.5","Flathead Valley","30-029-0049","AQS","30","19","30"
"07/07/2014","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","21","25"
"07/08/2014","36","PM2.5","Flathead Valley","30-029-0049","AQS",".","28","36"
"07/09/2014","38","PM10","Kalispell Flathead Electric","30-029-0047","AQS",".","38","36"
"07/10/2014","57","PM2.5","Flathead Valley","30-029-0049","AQS","51","47","57"
"07/11/2014","43","PM2.5","Flathead Valley","30-029-0049","AQS","36","34","43"
"07/12/2014","49","PM2.5","Flathead Valley","30-029-0049","AQS","35","31","49"
"07/13/2014","51","PM2.5","Flathead Valley","30-029-0049","AQS","38","31","51"
"07/14/2014","54","PM2.5","Flathead Valley","30-029-0049","AQS","26","40","54"
"07/15/2014","41","PM2.5","Flathead Valley","30-029-0049","AQS","28","25","41"
"07/16/2014","57","PM2.5","Flathead Valley","30-029-0049","AQS","30","37","57"
"07/17/2014","74","PM2.5","Flathead Valley","30-029-0049","AQS","43","52","74"
"07/18/2014","141","PM2.5","Flathead Valley","30-029-0049","AQS","40","77","141"
"07/19/2014","122","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","68","122"
"07/20/2014","37","PM2.5","Flathead Valley","30-029-0049","AQS","25","19","37"
"07/21/2014","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","19","25"
"07/22/2014","31","PM10","Kalispell Flathead Electric","30-029-0047","AQS","22","31","30"
"07/23/2014","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","20","25"
"07/24/2014","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","20","."
"07/25/2014","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","21","17"
"07/26/2014","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","18","26"
"07/27/2014","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","19","27"
"07/28/2014","33","PM10","Kalispell Flathead Electric","30-029-0047","AQS","27","33","32"
"07/29/2014","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","31","25"
"07/30/2014","38","PM2.5","Flathead Valley","30-029-0049","AQS","32","36","38"
"07/31/2014","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","32","25"
"08/01/2014","45","PM10","Kalispell Flathead Electric","30-029-0047","AQS","43","45","43"
"08/02/2014","39","PM2.5","Flathead Valley","30-029-0049","AQS","39","26","39"
"08/03/2014","48","PM2.5","Flathead Valley","30-029-0049","AQS","35","25","48"
"08/04/2014","42","PM2.5","Flathead Valley","30-029-0049","AQS","41","30","42"
"08/05/2014","56","PM2.5","Flathead Valley","30-029-0049","AQS","39","38","56"
"08/06/2014","59","PM2.5","Flathead Valley","30-029-0049","AQS","45","42","59"
"08/07/2014","63","PM2.5","Flathead Valley","30-029-0049","AQS","44","44","63"
"08/08/2014","45","PM2.5","Flathead Valley","30-029-0049","AQS","41","37","45"
"08/09/2014","47","PM2.5","Flathead Valley","30-029-0049","AQS","39","33","47"
"08/10/2014","60","PM2.5","Flathead Valley","30-029-0049","AQS","39","38","60"
"08/11/2014","62","PM2.5","Flathead Valley","30-029-0049","AQS","38","50","62"
"08/12/2014","74","PM2.5","Flathead Valley","30-029-0049","AQS","32","54","74"
"08/13/2014","68","PM2.5","Flathead Valley","30-029-0049","AQS","46","45","68"
"08/14/2014","52","PM2.5","Flathead Valley","30-029-0049","AQS","39","24","52"
"08/15/2014","43","PM2.5","Flathead Valley","30-029-0049","AQS","34","19","43"
"08/16/2014","34","PM2.5","Flathead Valley","30-029-0049","AQS","22","19","34"
"08/17/2014","47","PM2.5","Flathead Valley","30-029-0049","AQS","30","20","47"
"08/18/2014","54","PM2.5","Flathead Valley","30-029-0049","AQS","29","30","54"
"08/19/2014","53","PM2.5","Flathead Valley","30-029-0049","AQS",".","31","53"
"08/20/2014","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","8","31"
"08/21/2014","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","2","17"
"08/22/2014","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","18","16"
"08/23/2014","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","10","7"
"08/24/2014","26","PM2.5","Flathead Valley","30-029-0049","AQS","19","12","26"
"08/25/2014","17","PM10","Kalispell Flathead Electric","30-029-0047","AQS",".","17","16"
"08/26/2014","23","PM10","Kalispell Flathead Electric","30-029-0047","AQS",".","23","19"
"08/27/2014","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","32","33"
"08/28/2014","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","33","31"
"08/29/2014","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","25","20"
"08/30/2014","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","22","14"
"08/31/2014","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","19","21"
"09/01/2014","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","16","18"
"09/02/2014","25","PM10","Kalispell Flathead Electric","30-029-0047","AQS",".","25","16"
"09/03/2014","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","14","17"
"09/04/2014","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","13","8"
"09/05/2014","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","20","13"
"09/06/2014","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","19","20"
"09/07/2014","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","21","23"
"09/08/2014","44","PM10","Kalispell Flathead Electric","30-029-0047","AQS","36","44","31"
"09/09/2014","21","PM10","Kalispell Flathead Electric","30-029-0047","AQS",".","21","9"
"09/10/2014","17","PM2.5","Flathead Valley","30-029-0049","AQS","14","10","17"
"09/11/2014","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","13","4"
"09/12/2014","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","17","7"
"09/13/2014","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","17","11"
"09/14/2014","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","17","13"
"09/15/2014","27","PM10","White Fish Dead End","30-029-0009","AQS","26","27","24"
"09/16/2014","54","PM2.5","Flathead Valley","30-029-0049","AQS","29","34","54"
"09/17/2014","56","PM2.5","Flathead Valley","30-029-0049","AQS","24","55","56"
"09/18/2014","64","PM2.5","Flathead Valley","30-029-0049","AQS","32","48","64"
"09/19/2014","27","PM10","Kalispell Flathead Electric","30-029-0047","AQS","26","27","23"
"09/20/2014","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","25","20"
"09/21/2014","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","23","21"
"09/22/2014","41","PM10","Kalispell Flathead Electric","30-029-0047","AQS","33","41","34"
"09/23/2014","43","PM2.5","Flathead Valley","30-029-0049","AQS","32","36","43"
"09/24/2014","39","PM2.5","Flathead Valley","30-029-0049","AQS","39","31","39"
"09/25/2014","41","PM2.5","Flathead Valley","30-029-0049","AQS","41","31","41"
"09/26/2014","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","17","13"
"09/27/2014","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","12","9"
"09/28/2014","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","11","7"
"09/29/2014","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","18","13"
"09/30/2014","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","12","13"
"10/01/2014","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","12","13"
"10/02/2014","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","17","7"
"10/03/2014","25","PM2.5","Flathead Valley","30-029-0049","AQS","25","22","25"
"10/04/2014","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","22","28"
"10/05/2014","33","PM2.5","Flathead Valley","30-029-0049","AQS","30","19","33"
"10/06/2014","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","26","24"
"10/07/2014","35","PM2.5","Flathead Valley","30-029-0049","AQS","30","30","35"
"10/08/2014","43","PM2.5","Flathead Valley","30-029-0049","AQS","21","34","43"
"10/09/2014","31","PM10","White Fish Dead End","30-029-0009","AQS","26","31","28"
"10/10/2014","39","PM2.5","Flathead Valley","30-029-0049","AQS","27","31","39"
"10/11/2014","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","19","29"
"10/12/2014","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","12","15"
"10/13/2014","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","22","29"
"10/14/2014","33","PM2.5","Flathead Valley","30-029-0049","AQS","28","29","33"
"10/15/2014","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","18","20"
