"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/30/2016","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","10","9"
"01/31/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","9","21"
"02/01/2016","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","10","15"
"02/02/2016","31","PM2.5","Flathead Valley","30-029-0049","AQS","28","17","31"
"02/03/2016","57","PM2.5","Flathead Valley","30-029-0049","AQS","30","20","57"
"02/04/2016","25","PM2.5","Flathead Valley","30-029-0049","AQS","25","15","25"
"02/05/2016","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","15","12"
"02/06/2016","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","24","8"
"02/07/2016","49","PM2.5","Flathead Valley","30-029-0049","AQS","33","44","49"
"02/08/2016","60","PM2.5","Flathead Valley","30-029-0049","AQS","28","60","60"
"02/09/2016","61","PM2.5","Flathead Valley","30-029-0049","AQS","21","58","61"
"02/10/2016","67","PM10","White Fish Dead End","30-029-0009","AQS","16","67","63"
"02/11/2016","67","PM10","Kalispell Flathead Electric","30-029-0047","AQS","34","67","55"
"02/12/2016","32","PM2.5","Flathead Valley","30-029-0049","AQS","16","23","32"
"02/13/2016","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","18","8"
"02/14/2016","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","22","3"
"02/15/2016","33","PM10","White Fish Dead End","30-029-0009","AQS","33","33","7"
"02/16/2016","31","PM10","White Fish Dead End","30-029-0009","AQS","21","31","5"
"02/17/2016","44","PM10","Kalispell Flathead Electric","30-029-0047","AQS","11","44","14"
"02/18/2016","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","18","7"
"02/19/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","23","3"
"02/20/2016","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","21","2"
"02/21/2016","41","PM10","White Fish Dead End","30-029-0009","AQS","29","41","18"
"02/22/2016","57","PM10","White Fish Dead End","30-029-0009","AQS","33","57","18"
"02/23/2016","72","PM10","White Fish Dead End","30-029-0009","AQS","31","72","31"
"02/24/2016","68","PM10","White Fish Dead End","30-029-0009","AQS","29","68","22"
"02/25/2016","67","PM10","White Fish Dead End","30-029-0009","AQS","29","67","24"
"02/26/2016","76","PM10","White Fish Dead End","30-029-0009","AQS","28","76","21"
"02/27/2016","47","PM10","White Fish Dead End","30-029-0009","AQS","26","47","32"
"02/28/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","32","20"
"02/29/2016","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","31","19"
"03/01/2016","36","PM10","White Fish Dead End","30-029-0009","AQS","26","36","29"
"03/02/2016","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","30","18"
"03/03/2016","27","PM10","White Fish Dead End","30-029-0009","AQS","24","27","26"
"03/04/2016","57","PM10","White Fish Dead End","30-029-0009","AQS","37","57","24"
"03/05/2016","51","PM2.5","Flathead Valley","30-029-0049","AQS","13","24","51"
"03/06/2016","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","12","8"
"03/07/2016","42","PM10","White Fish Dead End","30-029-0009","AQS","34","42","25"
"03/08/2016","51","PM10","White Fish Dead End","30-029-0009","AQS","36","51","20"
"03/09/2016","52","PM10","White Fish Dead End","30-029-0009","AQS","31","52","29"
"03/10/2016","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","15","12"
"03/11/2016","53","PM10","White Fish Dead End","30-029-0009","AQS","35","53","7"
"03/12/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","13","12"
"03/13/2016","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","16","5"
"03/14/2016","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","16","10"
"03/15/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","17","3"
"03/16/2016","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","32","11"
"03/17/2016","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","19","16"
"03/18/2016","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","31","12"
"03/19/2016","37","PM10","White Fish Dead End","30-029-0009","AQS","36","37","13"
"03/20/2016","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","32","27"
"03/21/2016","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","34","38"
"03/22/2016","32","PM10","White Fish Dead End","30-029-0009","AQS","29","32","17"
"03/23/2016","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","15","8"
"03/24/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","10","2"
"03/25/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","14","8"
"03/26/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","29","18"
"03/27/2016","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","19","13"
"03/28/2016","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","10","17"
"03/29/2016","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","21","13"
"03/30/2016","35","PM10","White Fish Dead End","30-029-0009","AQS","32","35","22"
"03/31/2016","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","26","11"
"04/01/2016","47","PM10","White Fish Dead End","30-029-0009","AQS","34","47","16"
"04/02/2016","43","PM10","White Fish Dead End","30-029-0009","AQS","35","43","23"
"04/03/2016","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","27","26"
"04/04/2016","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","33","13"
"04/05/2016","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","23","8"
"04/06/2016","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","31","5"
"04/07/2016","37","PM10","White Fish Dead End","30-029-0009","AQS","36","37","24"
"04/08/2016","45","PM10","White Fish Dead End","30-029-0009","AQS","36","45","24"
"04/09/2016","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","40","24"
"04/10/2016","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","22","5"
"04/11/2016","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","35","17"
"04/12/2016","38","PM10","White Fish Dead End","30-029-0009","AQS","35","38","26"
"04/13/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","21","20"
"04/14/2016","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","17","8"
"04/15/2016","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","24","23"
"04/16/2016","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","18","23"
"04/17/2016","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","18","18"
"04/18/2016","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","31","19"
"04/19/2016","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","40","22"
"04/20/2016","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","48","41","20"
"04/21/2016","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","40","21"
"04/22/2016","43","PM10","Kalispell Flathead Electric","30-029-0047","AQS","39","43","21"
"04/23/2016","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","16","19"
"04/24/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","12","13"
"04/25/2016","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","17","17"
"04/26/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","18","20"
"04/27/2016","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","16","10"
"04/28/2016","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","18","5"
"04/29/2016","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","29","16"
"04/30/2016","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","17","9"
"05/01/2016","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","15","13"
"05/02/2016","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","49","28","9"
"05/03/2016","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","31","20"
"05/04/2016","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","33","17"
"05/05/2016","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","39","27"
"05/06/2016","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","28","30"
"05/07/2016","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","31","33"
"05/08/2016","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","30","29"
"05/09/2016","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","10","5"
"05/10/2016","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","16","15"
"05/11/2016","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","18","14"
"05/12/2016","40","PM10","Kalispell Flathead Electric","30-029-0047","AQS","32","40","15"
"05/13/2016","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","13","12"
"05/14/2016","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","16","18"
"05/15/2016","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","43","16","13"
"05/16/2016","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","15","13"
"05/17/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","20","19"
"05/18/2016","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","29","29"
"05/19/2016","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","16","14"
"05/20/2016","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","11","10"
"05/21/2016","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","10","4"
"05/22/2016","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","7","4"
"05/23/2016","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","9","9"
"05/24/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","11","8"
"05/25/2016","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","18","16"
"05/26/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","20","19"
"05/27/2016","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","22","16"
"05/28/2016","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","17","20"
"05/29/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","15","18"
"05/30/2016","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","12","7"
"05/31/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","19","10"
"06/01/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","25","15"
"06/02/2016","19","PM10","Kalispell Flathead Electric","30-029-0047","AQS",".","19","13"
"06/03/2016","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","45","21","12"
"06/04/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","21","18"
"06/05/2016","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","44","22","21"
"06/06/2016","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","31","23"
"06/07/2016","43","PM10","Kalispell Flathead Electric","30-029-0047","AQS",".","43","35"
"06/08/2016","37","PM2.5","Flathead Valley","30-029-0049","AQS",".","30","37"
"06/09/2016","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","20","16"
"06/10/2016","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","28","16"
"06/11/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","13","6"
"06/12/2016","15","PM10","Kalispell Flathead Electric","30-029-0047","AQS",".","15","9"
"06/13/2016","19","PM10","Kalispell Flathead Electric","30-029-0047","AQS",".","19","13"
"06/14/2016","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","10","6"
"06/15/2016","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","15","9"
"06/16/2016","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","11","6"
"06/17/2016","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","13","14"
"06/18/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","16","12"
"06/19/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","11","9"
"06/20/2016","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","19","24"
"06/21/2016","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","24","19"
"06/22/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","19","16"
"06/23/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","26","15"
"06/24/2016","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","13","9"
"06/25/2016","18","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","14","6"
"06/26/2016","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","14","11"
"06/27/2016","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","19","13"
"06/28/2016","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","25","17"
"06/29/2016","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","26","16"
"06/30/2016","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46","30","20"
"07/01/2016","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","46","29","29"
"07/02/2016","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","25","28"
"07/03/2016","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","26","10"
"07/04/2016","21","PM10","Kalispell Flathead Electric","30-029-0047","AQS",".","21","17"
"07/05/2016","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","22","24"
"07/06/2016","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","13","5"
"07/07/2016","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","15","4"
"07/08/2016","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","16","13"
"07/09/2016","13","PM10","Kalispell Flathead Electric","30-029-0047","AQS",".","13","10"
"07/10/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","11","9"
"07/11/2016","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","13","10"
"07/12/2016","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","14","6"
"07/13/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","15","9"
"07/14/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","19","13"
"07/15/2016","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","19","14"
"07/16/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","16","23"
"07/17/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","11","8"
"07/18/2016","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","19","18"
"07/19/2016","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","21","18"
"07/20/2016","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","19","18"
"07/21/2016","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","24","21"
"07/22/2016","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","42","29","20"
"07/23/2016","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","15","14"
"07/24/2016","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","18","21"
"07/25/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","26","22"
"07/26/2016","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","27","19"
"07/27/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","20","7"
"07/28/2016","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","21","15"
"07/29/2016","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","27","24"
"07/30/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","25","23"
"07/31/2016","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","25","28"
"08/01/2016","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","26","28"
"08/02/2016","47","PM10","Kalispell Flathead Electric","30-029-0047","AQS","44","47","."
"08/03/2016","34","PM10","Kalispell Flathead Electric","30-029-0047","AQS","32","34","20"
"08/04/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","28","14"
"08/05/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","33","13"
"08/06/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","28","21"
"08/07/2016","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","19","30"
"08/08/2016","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","24","35"
"08/09/2016","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","16","14"
"08/10/2016","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","17","13"
"08/11/2016","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","19","22"
"08/12/2016","23","PM2.5","Flathead Valley","30-029-0049","AQS","23","22","23"
"08/13/2016","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","21","23"
"08/14/2016","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","25","21"
"08/15/2016","32","PM10","Kalispell Flathead Electric","30-029-0047","AQS","32","32","24"
"08/16/2016","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","33","30"
"08/17/2016","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","31","28"
"08/18/2016","65","PM10","Kalispell Flathead Electric","30-029-0047","AQS","32","65","18"
"08/19/2016","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","24","13"
"08/20/2016","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","21","16"
"08/21/2016","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","28","32"
"08/22/2016","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","41","38","39"
"08/23/2016","50","PM2.5","Flathead Valley","30-029-0049","AQS","27","34","50"
"08/24/2016","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","24","10"
"08/25/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","21","14"
"08/26/2016","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","25","13"
"08/27/2016","37","PM2.5","Flathead Valley","30-029-0049","AQS","34","37","37"
"08/28/2016","35","PM2.5","Flathead Valley","30-029-0049","AQS","30","28","35"
"08/29/2016","43","PM2.5","Flathead Valley","30-029-0049","AQS","26","38","43"
"08/30/2016","52","PM10","Kalispell Flathead Electric","30-029-0047","AQS","23","52","45"
"08/31/2016","61","PM2.5","Flathead Valley","30-029-0049","AQS","24","53","61"
"09/01/2016","54","PM2.5","Flathead Valley","30-029-0049","AQS","35","41","54"
"09/02/2016","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","14","18"
"09/03/2016","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","11","10"
"09/04/2016","17","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","11","6"
"09/05/2016","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","11","10"
"09/06/2016","18","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","15","12"
"09/07/2016","17","PM10","Kalispell Flathead Electric","30-029-0047","AQS","13","17","10"
"09/08/2016","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","21","14","7"
"09/09/2016","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","17","10"
"09/10/2016","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","17","15"
"09/11/2016","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","16","14"
"09/12/2016","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","11","5"
"09/13/2016","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","14","12"
"09/14/2016","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","23","25"
"09/15/2016","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","24","27"
"09/16/2016","33","PM2.5","Flathead Valley","30-029-0049","AQS","31","31","33"
"09/17/2016","22","PM10","Kalispell Flathead Electric","30-029-0047","AQS","22","22","17"
"09/18/2016","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","11","4"
"09/19/2016","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","18","15"
"09/20/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","20","17"
"09/21/2016","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","20","11"
"09/22/2016","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","10","3"
"09/23/2016","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","16","8"
"09/24/2016","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","12","10"
"09/25/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","16","21"
"09/26/2016","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","20","16"
"09/27/2016","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","24","20"
"09/28/2016","35","PM10","Kalispell Flathead Electric","30-029-0047","AQS","32","35","."
"09/29/2016","43","PM10","Kalispell Flathead Electric","30-029-0047","AQS","19","43","."
"09/30/2016","33","PM2.5","Flathead Valley","30-029-0049","AQS","23","26","33"
"10/01/2016","35","PM2.5","Flathead Valley","30-029-0049","AQS","24","18","35"
"10/02/2016","28","PM2.5","Flathead Valley","30-029-0049","AQS","25","15","28"
"10/03/2016","33","PM2.5","Flathead Valley","30-029-0049","AQS","26","25","33"
"10/04/2016","24","PM2.5","Flathead Valley","30-029-0049","AQS","23","24","24"
"10/05/2016","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","14","15"
"10/06/2016","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","19","23"
"10/07/2016","22","PM2.5","Flathead Valley","30-029-0049","AQS","17","13","22"
"10/08/2016","38","PM2.5","Flathead Valley","30-029-0049","AQS","14","16","38"
"10/09/2016","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","12","19"
