"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"03/12/2008","49","PM10","White Fish Dead End","30-029-0009","AQS","7","44","49","."
"03/13/2008","60","PM10","White Fish Dead End","30-029-0009","AQS","9","47","60","38"
"03/14/2008","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","37","17","."
"03/15/2008","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","18","."
"03/16/2008","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","19","27"
"03/17/2008","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","40","28","."
"03/18/2008","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","46","19","."
"03/19/2008","54","PM10","White Fish Dead End","30-029-0009","AQS","9","47","54","52"
"03/20/2008","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","44","34","."
"03/21/2008","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","43","28","."
"03/22/2008","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","46","36","38"
"03/23/2008","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","44","25","."
"03/24/2008","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","45","26","."
"03/25/2008","50","PM10","White Fish Dead End","30-029-0009","AQS","8","44","50","37"
"03/26/2008","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","46","37","."
"03/27/2008","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","44","19","."
"03/28/2008","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","45","30","22"
"03/29/2008","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","41","13","."
"03/30/2008","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","43","18","."
"03/31/2008","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","43","29","34"
"04/01/2008","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","31","."
"04/02/2008","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","45","42","."
"04/03/2008","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","45","40","38"
"04/04/2008","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","46","36","."
"04/05/2008","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","38","19","."
"04/06/2008","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","41","14","32"
"04/07/2008","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","42","26","."
"04/08/2008","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","42","39","."
"04/09/2008","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","32","27"
"04/10/2008","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","47","31","."
"04/11/2008","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","48","35","."
"04/12/2008","58","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","6",".","37","58"
"04/13/2008","32","PM10","White Fish Dead End","30-029-0009","AQS","6",".","32","."
"04/14/2008","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","40","32","."
"04/15/2008","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","47","38","21"
"04/16/2008","44","PM10","White Fish Dead End","30-029-0009","AQS","7","44","44","."
"04/17/2008","58","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","58","29","."
"04/18/2008","61","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","61","33","55"
"04/19/2008","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","29","20","."
"04/20/2008","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","30","14","."
"04/21/2008","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","18","31"
"04/22/2008","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","49","19","."
"04/23/2008","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","45","14","."
"04/24/2008","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","40","9","21"
"04/25/2008","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","45","15","."
"04/26/2008","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","51","26","."
"04/27/2008","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","51","27","45"
"04/28/2008","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","50","40","."
"04/29/2008","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","45","21","."
"04/30/2008","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","47","27","38"
"05/01/2008","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","50","40","."
"05/02/2008","64","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","64","42","."
"05/03/2008","61","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","61","29","34"
"05/04/2008","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","50","24","."
"05/05/2008","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","51","42","."
"05/06/2008","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","50","19","33"
"05/07/2008","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","41","19","."
"05/08/2008","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","49","22","."
"05/09/2008","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","44","20","21"
"05/10/2008","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","46","20","."
"05/11/2008","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","42","13","."
"05/12/2008","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","41","14","21"
"05/13/2008","13","PM10","White Fish Dead End","30-029-0009","AQS","6",".","13","."
"05/14/2008","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","36","10","."
"05/15/2008","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","34","20","21"
"05/16/2008","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","29","."
"05/17/2008","37","PM10","White Fish Dead End","30-029-0009","AQS","10","37","37","."
"05/18/2008","45","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","10","35","34","45"
"05/19/2008","36","PM10","Kalispell Flathead Electric","30-029-0047","AQS","8","34","36","."
"05/20/2008","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","31","29","."
"05/21/2008","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","37","14","13"
"05/22/2008","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","37","12","."
"05/23/2008","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","34","14","."
"05/24/2008","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36","10","11"
"05/25/2008","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","37","16","."
"05/26/2008","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","37","11","."
"05/27/2008","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","38","12","25"
"05/28/2008","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","38","19","."
"05/29/2008","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36","19","."
"05/30/2008","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","19","25"
"05/31/2008","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","45","19","."
"06/01/2008","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","25","16","."
"06/02/2008","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","35","15","18"
"06/03/2008","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","30","12","."
"06/04/2008","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","11","."
"06/05/2008","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","36","16","20"
"06/06/2008","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","32","12","."
"06/07/2008","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","25","4","."
"06/08/2008","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","19","7","14"
"06/09/2008","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","30","16","."
"06/10/2008","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","35","6","."
"06/11/2008","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","36","12","18"
"06/12/2008","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","35","17","."
"06/13/2008","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","33","23","."
"06/14/2008","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","43","16","17"
"06/15/2008","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","36","19","."
"06/16/2008","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","42","27","."
"06/17/2008","54","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","54","31","28"
"06/18/2008","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","46","36","."
"06/19/2008","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","43","29","."
"06/20/2008","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","36","27","18"
"06/21/2008","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","33","19","."
"06/22/2008","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36","11","."
"06/23/2008","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","42","21","22"
"06/24/2008","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","41","18","."
"06/25/2008","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","44","29","."
"06/26/2008","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","42","38","30"
"06/27/2008","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","38","26","."
"06/28/2008","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","34","."
"06/29/2008","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","44","36","30"
"06/30/2008","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","42","34","."
"07/01/2008","48","PM2.5","White Fish Dead End","30-029-0009","AQS","11","33",".","48"
"07/02/2008","43","PM2.5","White Fish Dead End","30-029-0009","AQS","9","19",".","43"
"07/03/2008","54","PM2.5","White Fish Dead End","30-029-0009","AQS","14","28",".","54"
"07/04/2008","62","PM2.5","White Fish Dead End","30-029-0009","AQS","11","23",".","62"
"07/05/2008","55","PM2.5","White Fish Dead End","30-029-0009","AQS","6","32","19","55"
"07/06/2008","58","PM2.5","White Fish Dead End","30-029-0009","AQS","5","36",".","58"
"07/07/2008","44","PM2.5","White Fish Dead End","30-029-0009","AQS","8","44",".","44"
"07/08/2008","50","PM2.5","White Fish Dead End","30-029-0009","AQS","8","43",".","50"
"07/09/2008","53","PM2.5","White Fish Dead End","30-029-0009","AQS","8","38",".","53"
"07/10/2008","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","44",".","43"
"07/11/2008","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","32","11","18"
"07/12/2008","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33",".","23"
"07/13/2008","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39",".","35"
"07/14/2008","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","42",".","40"
"07/15/2008","41","PM2.5","White Fish Dead End","30-029-0009","AQS","7","36",".","41"
"07/16/2008","45","PM2.5","White Fish Dead End","30-029-0009","AQS","8","35",".","45"
"07/17/2008","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","43","26","35"
"07/18/2008","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","45",".","37"
"07/19/2008","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","40",".","29"
"07/20/2008","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","49",".","38"
"07/21/2008","56","PM2.5","White Fish Dead End","30-029-0009","AQS","8","54",".","56"
"07/22/2008","64","PM2.5","White Fish Dead End","30-029-0009","AQS","8","35",".","64"
"07/23/2008","58","PM2.5","White Fish Dead End","30-029-0009","AQS","6","38","22","58"
"07/24/2008","36","PM2.5","White Fish Dead End","30-029-0009","AQS","8","31",".","36"
"07/25/2008","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","41",".","38"
"07/26/2008","55","PM2.5","White Fish Dead End","30-029-0009","AQS","11","44",".","55"
"07/27/2008","49","PM2.5","White Fish Dead End","30-029-0009","AQS","8","43",".","49"
"07/28/2008","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","39",".","35"
"07/29/2008","46","PM2.5","White Fish Dead End","30-029-0009","AQS","7","46",".","46"
"07/30/2008","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","37",".","32"
"07/31/2008","42","PM2.5","White Fish Dead End","30-029-0009","AQS","9","40",".","42"
"08/01/2008","40","PM2.5","White Fish Dead End","30-029-0009","AQS","9","27",".","40"
"08/02/2008","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","34",".","30"
"08/03/2008","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","32",".","27"
"08/04/2008","38","PM2.5","White Fish Dead End","30-029-0009","AQS","16","34","25","38"
"08/05/2008","39","PM2.5","White Fish Dead End","30-029-0009","AQS","9","39",".","39"
"08/06/2008","49","PM2.5","White Fish Dead End","30-029-0009","AQS","15","41",".","49"
"08/07/2008","54","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","11","42",".","54"
"08/08/2008","55","PM2.5","White Fish Dead End","30-029-0009","AQS","9","35",".","55"
"08/09/2008","57","PM2.5","White Fish Dead End","30-029-0009","AQS","9","46",".","57"
"08/10/2008","48","PM2.5","White Fish Dead End","30-029-0009","AQS","7","31","19","48"
"08/11/2008","32","PM2.5","White Fish Dead End","30-029-0009","AQS","6","31",".","32"
"08/12/2008","50","PM2.5","White Fish Dead End","30-029-0009","AQS","5","38",".","50"
"08/13/2008","46","PM2.5","White Fish Dead End","30-029-0009","AQS","6","33",".","46"
"08/14/2008","36","PM2.5","White Fish Dead End","30-029-0009","AQS","7","30",".","36"
"08/15/2008","42","PM2.5","White Fish Dead End","30-029-0009","AQS","7","38",".","42"
"08/16/2008","48","PM2.5","White Fish Dead End","30-029-0009","AQS","6","40","32","48"
"08/17/2008","50","PM2.5","White Fish Dead End","30-029-0009","AQS","6","39",".","50"
"08/18/2008","59","PM2.5","White Fish Dead End","30-029-0009","AQS","7","43",".","59"
"08/19/2008","80","PM2.5","White Fish Dead End","30-029-0009","AQS","8","44",".","80"
"08/20/2008","42","PM2.5","White Fish Dead End","30-029-0009","AQS","9","14",".","42"
"08/21/2008","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","25",".","21"
"08/22/2008","27","PM2.5","White Fish Dead End","30-029-0009","AQS","5","27","22","27"
"08/23/2008","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","29",".","28"
"08/24/2008","33","PM2.5","White Fish Dead End","30-029-0009","AQS","6","30",".","33"
"08/25/2008","45","PM2.5","White Fish Dead End","30-029-0009","AQS","6","33",".","45"
"08/26/2008","33","PM2.5","White Fish Dead End","30-029-0009","AQS","3","20",".","33"
"08/27/2008","33","PM2.5","White Fish Dead End","30-029-0009","AQS","3","16",".","33"
"08/28/2008","21","PM2.5","White Fish Dead End","30-029-0009","AQS","6","20","17","21"
"08/29/2008","23","PM2.5","White Fish Dead End","30-029-0009","AQS","6","21",".","23"
"08/30/2008","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","25",".","15"
"08/31/2008","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","30",".","10"
"09/01/2008","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","19",".","1"
"09/02/2008","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","26",".","7"
"09/03/2008","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","30","20","24"
"09/04/2008","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","29",".","15"
"09/05/2008","24","PM2.5","White Fish Dead End","30-029-0009","AQS","6","24",".","24"
"09/06/2008","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","25",".","13"
"09/07/2008","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","29",".","24"
"09/08/2008","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","28",".","25"
"09/09/2008","31","PM2.5","White Fish Dead End","30-029-0009","AQS","7","30","29","31"
"09/10/2008","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","24",".","22"
"09/11/2008","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","28",".","26"
"09/12/2008","34","PM2.5","White Fish Dead End","30-029-0009","AQS",".","30",".","34"
"09/13/2008","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","31",".","21"
"09/14/2008","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","30",".","21"
"09/15/2008","42","PM10","White Fish Dead End","30-029-0009","AQS","6","31","42","36"
"09/16/2008","41","PM2.5","White Fish Dead End","30-029-0009","AQS","7","34",".","41"
"09/17/2008","49","PM2.5","White Fish Dead End","30-029-0009","AQS","8","29",".","49"
"09/18/2008","53","PM2.5","White Fish Dead End","30-029-0009","AQS","8","28",".","53"
"09/19/2008","60","PM2.5","White Fish Dead End","30-029-0009","AQS","10","29",".","60"
"09/20/2008","55","PM2.5","White Fish Dead End","30-029-0009","AQS","9","38",".","55"
"09/21/2008","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","23","4","15"
"09/22/2008","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","2","21",".","14"
"09/23/2008","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","27",".","24"
"09/24/2008","35","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","9","17",".","35"
"09/25/2008","45","PM2.5","White Fish Dead End","30-029-0009","AQS","8","27",".","45"
"09/26/2008","31","PM2.5","White Fish Dead End","30-029-0009","AQS","7","28",".","31"
"09/27/2008","39","PM2.5","White Fish Dead End","30-029-0009","AQS","6","32","24","39"
"09/28/2008","30","PM2.5","White Fish Dead End","30-029-0009","AQS","6","30",".","30"
"09/29/2008","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","25",".","20"
"09/30/2008","43","PM2.5","White Fish Dead End","30-029-0009","AQS","9","17",".","43"
"10/01/2008","42","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","8","24",".","42"
"10/02/2008","48","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","9","23",".","48"
"10/03/2008","54","PM2.5","White Fish Dead End","30-029-0009","AQS","11","32","31","54"
